pmcid,keyword_raw,keyword_normalised,licence_code
PMC11721057,hospital admission,hospital admission,by
PMC11721057,treatment cost,treatment cost,by
PMC11721057,type 2 diabetes mellitus,type 2 diabetes mellitus,by
PMC11723663,follow-up,follow-up,by
PMC11723663,frailty,frailty,by
PMC11723663,major adverse limb events,major adverse limb events,by
PMC11723663,peripheral artery disease,peripheral artery disease,by
PMC11723663,prospective cohort study,prospective cohort study,by
PMC11702127,maternal,maternal,by
PMC11702127,neonatal,neonatal,by
PMC11702127,obesity,obesity,by
PMC11702127,outcome,outcome,by
PMC11702127,pregnancy,pregnancy,by
PMC11700303,dental implant,dental implant,by
PMC11700303,failure,failure,by
PMC11700303,predictors,predictors,by
PMC11700303,retrospective,retrospective,by
PMC11700303,survival analysis,survival analysis,by
PMC11695108,blood pressure,blood pressure,by
PMC11695108,cardiovascular disease,cardiovascular disease,by
PMC11695108,cohort research,cohort research,by
PMC11695108,early-onset diabetes,early-onset diabetes,by
PMC11695108,glycemic management,glycemic management,by
PMC11695108,lipids,lipids,by
PMC11695108,type 2 diabetes mellitus,type 2 diabetes mellitus,by
PMC11706570,diabetes,diabetes,by
PMC11706570,health-related quality of life,health-related quality of life,by
PMC11706570,oral health-related quality of life,oral health-related quality of life,by
PMC11706570,quality of life,quality of life,by
PMC11706570,types 2 diabetes,types 2 diabetes,by
PMC11699588,community pharmacy,community pharmacy,by
PMC11699588,dental hygiene,dental hygiene,by
PMC11699588,diabetes mellitus,diabetes mellitus,by
PMC11699588,follow-up care,follow-up care,by
PMC11699588,periodontal disease,periodontal disease,by
PMC11700368,diabetic eye disease,diabetic eye disease,by
PMC11700368,diabetic microangiopathy,diabetic microangiopathy,by
PMC11700368,diabetic peripheral neuropathy (dpn),diabetic peripheral neuropathy (dpn),by
PMC11700368,endocrinology and diabetes,endocrinology and diabetes,by
PMC11700368,internal medicine (general medicine),internal medicine (general medicine),by
PMC11700513,acquired abdominal lipodystrophy,acquired abdominal lipodystrophy,by
PMC11700513,acquired lipodystrophy,acquired lipodystrophy,by
PMC11700513,depression and diabetes,depression and diabetes,by
PMC11700513,in patient diabetes education (ide),in patient diabetes education (ide),by
PMC11700513,insulin lipodystrophy,insulin lipodystrophy,by
PMC11700513,lipodystrophy negative body image,lipodystrophy negative body image,by
PMC11700513,psychological aspect of diabetes,psychological aspect of diabetes,by
PMC11700513,type 1 diabetes mellitus (t1d),type 1 diabetes mellitus (t1d),by
PMC11700381,genital mucosa,genital mucosa,by
PMC11700381,lichen planus,lichen planus,by
PMC11700381,oral lichen planus,oral lichen planus,by
PMC11700381,rare disease,rare disease,by
PMC11700381,ulcerative lesions,ulcerative lesions,by
PMC11698482,diabetic ketoacidosis,diabetic ketoacidosis,by
PMC11698482,hamman syndrome,hamman syndrome,by
PMC11698482,pneumomediastinum,pneumomediastinum,by
PMC11698482,pneumothorax,pneumothorax,by
PMC11698482,subcutaneous emphysema,subcutaneous emphysema,by
PMC11704649,efinopegdutide,efinopegdutide,by
PMC11704649,glp-1 agonist,glp-1 agonist,by
PMC11704649,liraglutide,liraglutide,by
PMC11704649,obesity and overweight,obesity and overweight,by
PMC11704649,semaglutide,semaglutide,by
PMC11704649,weight loss,weight loss,by
PMC11683709,diabetes mellitus,diabetes mellitus,by
PMC11683709,insulin resistance,insulin resistance,by
PMC11683709,cardiovascular and obesity,cardiovascular and obesity,by
PMC11683709,hypertension,hypertension,by
PMC11683709,hyperglycemia,hyperglycemia,by
PMC11683709,cardiovascular drugs,cardiovascular drugs,by
PMC11440330,Volatilome,volatilome,by
PMC11440330,cardiovascular disease,cardiovascular disease,by
PMC11440330,SCORE2,score2,by
PMC11440330,SCORE2-OP,score2-op,by
PMC11440330,SMART risk score,smart risk score,by
PMC11440330,ischemic heart disease,ischemic heart disease,by
PMC11440330,myocardial infarction,myocardial infarction,by
PMC11683714,coronary artery disease,coronary artery disease,by
PMC11683714,coronary computed tomography angiography,coronary computed tomography angiography,by
PMC11683714,diabetes mellitus,diabetes mellitus,by
PMC11284697,Chronic heart failure,chronic heart failure,by
PMC11284697,comorbidity management,comorbidity management,by
PMC11284697,multidisciplinary approach,multidisciplinary approach,by
PMC11284697,reduced ejection fraction,reduced ejection fraction,by
PMC11284697,preserved ejection fraction,preserved ejection fraction,by
PMC11284697,treatment standardization,treatment standardization,by
PMC11683720,bone mineral density,bone mineral density,by
PMC11683720,osteoporosis,osteoporosis,by
PMC11683720,type 2 diabetes,type 2 diabetes,by
PMC11683720,cardiovascular mortality,cardiovascular mortality,by
PMC11683720,all-cause mortality,all-cause mortality,by
PMC11683720,NHANES database,nhanes database,by
PMC11694328,bisoprolol,bisoprolol,by
PMC11694328,blood pressure,blood pressure,by
PMC11694328,heart rate,heart rate,by
PMC11694328,hypertension,hypertension,by
PMC11694328,left ventricular ejection fraction,left ventricular ejection fraction,by
PMC11694328,nonobstructive coronary artery disease,nonobstructive coronary artery disease,by
PMC11688928,alcohol-induced pancreatitis,alcohol-induced pancreatitis,by
PMC11688928,chronic calcific pancreatitis,chronic calcific pancreatitis,by
PMC11688928,diabetic ketoacidosis (dka),diabetic ketoacidosis (dka),by
PMC11688928,endocrine and exocrine dysfunction,endocrine and exocrine dysfunction,by
PMC11688928,exocrine pancreatic dysfunction,exocrine pancreatic dysfunction,by
PMC11688928,glucagon deficiency,glucagon deficiency,by
PMC11688928,insulin deficiency,insulin deficiency,by
PMC11688928,pancreatic enzyme replacement therapy (pert),pancreatic enzyme replacement therapy (pert),by
PMC11688928,type 3c diabetes mellitus,type 3c diabetes mellitus,by
PMC11688928,misdiagnosis,misdiagnosis,by
PMC11107473,Stroke,stroke,by
PMC11107473,cryptogenic stroke,cryptogenic stroke,by
PMC11107473,atrial septal aneurysm,atrial septal aneurysm,by
PMC11107473,patent foramen ovale,patent foramen ovale,by
PMC11107473,atrial fibrillation,atrial fibrillation,by
PMC11107473,pathophysiology,pathophysiology,by
PMC11693066,acute esophageal necrosis,acute esophageal necrosis,by
PMC11693066,black esophagus,black esophagus,by
PMC11693066,endoscopy,endoscopy,by
PMC11693066,ischemia,ischemia,by
PMC11693066,necrotizing esophagitis,necrotizing esophagitis,by
PMC11693066,upper gastrointestinal bleeding,upper gastrointestinal bleeding,by
PMC11683691,drug-eluting stent,drug-eluting stent,by
PMC11683691,in-stent restenosis,in-stent restenosis,by
PMC11683691,incidence,incidence,by
PMC11683691,risk factors,risk factors,by
PMC11683691,meta-analysis,meta-analysis,by
PMC11691999,correlation,correlation,by
PMC11691999,diabetic kidney disease,diabetic kidney disease,by
PMC11691999,diabetic peripheral neuropathy,diabetic peripheral neuropathy,by
PMC11691999,fibrinogen,fibrinogen,by
PMC11691999,fibrinogen to albumin ratio,fibrinogen to albumin ratio,by
PMC11691999,inflammation,inflammation,by
PMC11691999,nerve conduction studies,nerve conduction studies,by
PMC11691999,type 2 diabetes mellitus,type 2 diabetes mellitus,by
PMC11693407,emphysematous pyelonephritis,emphysematous pyelonephritis,by
PMC11693407,pregnancy,pregnancy,by
PMC11693407,renal abscesses,renal abscesses,by
PMC11693407,type 2 diabetes mellitus,type 2 diabetes mellitus,by
PMC11693407,urinary tract infection,urinary tract infection,by
PMC11688653,acute liver failure,acute liver failure,by
PMC11688653,drug-induced liver injury,drug-induced liver injury,by
PMC11688653,hepatic encephalopathy,hepatic encephalopathy,by
PMC11688653,herpes simplex virus,herpes simplex virus,by
PMC11688653,nintedanib,nintedanib,by
PMC11694051,asymmetric,asymmetric,by
PMC11694051,axonal degeneration,axonal degeneration,by
PMC11694051,diabetic neuropathic pain,diabetic neuropathic pain,by
PMC11694051,fall assessment,fall assessment,by
PMC11694051,sensory motor neuropathy,sensory motor neuropathy,by
PMC11683719,cardiovascular disease,cardiovascular disease,by
PMC11683719,menopause,menopause,by
PMC11683719,postmenopausal women,postmenopausal women,by
PMC11683719,metabolic syndrome,metabolic syndrome,by
PMC11683719,vascular health,vascular health,by
PMC11683719,functional foods,functional foods,by
PMC11683719,nutraceuticals,nutraceuticals,by
PMC11684534,combination therapy,combination therapy,by
PMC11684534,comorbidities,comorbidities,by
PMC11684534,dapagliflozin,dapagliflozin,by
PMC11684534,diabetes duration,diabetes duration,by
PMC11684534,sitagliptin,sitagliptin,by
PMC11684537,diabetes mellitus,diabetes mellitus,by
PMC11684537,duration of diabetes mellitus,duration of diabetes mellitus,by
PMC11684537,duration of symptoms,duration of symptoms,by
PMC11684537,symptoms,symptoms,by
PMC11684537,type 2 diabetes symptoms,type 2 diabetes symptoms,by
PMC11684537,types 2 diabetes,types 2 diabetes,by
PMC11682734,cardio-ankle vascular index,cardio-ankle vascular index,by
PMC11682734,diabetes mellitus,diabetes mellitus,by
PMC11682734,peripheral arterial disease,peripheral arterial disease,by
PMC11682734,proliferative retinopathy,proliferative retinopathy,by
PMC11682734,static stretching,static stretching,by
PMC11682734,walking,walking,by
PMC11682691,coronary artery disease,coronary artery disease,by
PMC11682691,c-peptide,c-peptide,by
PMC11682691,hyperinsulinemia,hyperinsulinemia,by
PMC11682691,insulin resistance,insulin resistance,by
PMC11682691,type 2 diabetes mellitus,type 2 diabetes mellitus,by
PMC11682853,bariatric surgery,bariatric surgery,by
PMC11682853,glycemic control,glycemic control,by
PMC11682853,remission,remission,by
PMC11682853,type 2 diabetes,type 2 diabetes,by
PMC11682853,weight loss,weight loss,by
PMC11684553,deep vein thrombosis (dvt),deep vein thrombosis (dvt),by
PMC11684553,end-stage renal disease (esrd),end-stage renal disease (esrd),by
PMC11684553,interventional radiology (ir),interventional radiology (ir),by
PMC11684553,ivc thrombectomy,ivc thrombectomy,by
PMC11684553,mechanical thrombectomy (mt),mechanical thrombectomy (mt),by
PMC11684553,pancreas and kidney transplant,pancreas and kidney transplant,by
PMC11684553,pancreatic graft thrombosis,pancreatic graft thrombosis,by
PMC11684553,percutaneous transluminal balloon angioplasty,percutaneous transluminal balloon angioplasty,by
PMC11684553,simultaneous pancreas-kidney transplantation,simultaneous pancreas-kidney transplantation,by
PMC11684553,venous thrombotic event,venous thrombotic event,by
PMC11682726,education,education,by
PMC11682726,hepatic glycogenosis,hepatic glycogenosis,by
PMC11682726,hepatomegaly,hepatomegaly,by
PMC11682726,mauriac syndrome,mauriac syndrome,by
PMC11682726,type 1 diabetes mellitus (t1dm),type 1 diabetes mellitus (t1dm),by
PMC11688164,acute pyelonephritis,acute pyelonephritis,by
PMC11688164,emphysematous pyelonephritis,emphysematous pyelonephritis,by
PMC11688164,renal dysfunction,renal dysfunction,by
PMC11688164,type 2 diabetes mellitus,type 2 diabetes mellitus,by
PMC11688164,urinary tract infection,urinary tract infection,by
PMC11681835,alcohol dependence,alcohol dependence,by
PMC11681835,diabetes mellitus,diabetes mellitus,by
PMC11681835,diabetic ketoacidosis (dka),diabetic ketoacidosis (dka),by
PMC11681835,hyperglycemia,hyperglycemia,by
PMC11681835,hypertension,hypertension,by
PMC11681835,hypertensive emergency,hypertensive emergency,by
PMC11681835,mucormycosis,mucormycosis,by
PMC11681835,retinal artery occulusion,retinal artery occulusion,by
PMC11681835,rhinocerebral mucormycosis,rhinocerebral mucormycosis,by
PMC11681835,rhino-orbito-cerebral mucormycosis,rhino-orbito-cerebral mucormycosis,by
PMC11680953,glycemic control,glycemic control,by
PMC11680953,hyperglycemia,hyperglycemia,by
PMC11680953,hypoglycemia,hypoglycemia,by
PMC11680953,undiagnosed,undiagnosed,by
PMC11680953,unnoticed medication,unnoticed medication,by
PMC11672162,diabetes,diabetes,by
PMC11672162,metformin,metformin,by
PMC11672162,prevalence,prevalence,by
PMC11672162,type 2 diabetes,type 2 diabetes,by
PMC11672162,vitamin b12 deficiency,vitamin b12 deficiency,by
PMC11676328,diabetes mellitus type i,diabetes mellitus type i,by
PMC11676328,frederick banting,frederick banting,by
PMC11676328,long-acting insulin,long-acting insulin,by
PMC11676328,porcine,porcine,by
PMC11676328,reference insulin glargine,reference insulin glargine,by
PMC11671813,chorea,chorea,by
PMC11671813,diabetes mellitus,diabetes mellitus,by
PMC11671813,hyperglycemia,hyperglycemia,by
PMC11671813,neuropathy,neuropathy,by
PMC11671813,striatopathy,striatopathy,by
PMC11671117,complications,complications,by
PMC11671117,fetal outcome,fetal outcome,by
PMC11671117,hypothyroidism,hypothyroidism,by
PMC11671117,maternal outcome,maternal outcome,by
PMC11671117,pregnancy,pregnancy,by
PMC11663298,brain-derived neurotrophic factor (bdnf),brain-derived neurotrophic factor (bdnf),by
PMC11663298,diabetes type 2,diabetes type 2,by
PMC11663298,diabetic retinopathy,diabetic retinopathy,by
PMC11663298,hyperglycemia,hyperglycemia,by
PMC11663298,neurotrophin,neurotrophin,by
PMC11668267,aki outcome,aki outcome,by
PMC11668267,continuous renal replacement therapy (crrt),continuous renal replacement therapy (crrt),by
PMC11668267,critical care nephrology,critical care nephrology,by
PMC11668267,icu patients,icu patients,by
PMC11668267,severe sepsis,severe sepsis,by
PMC11668267,surviving sepsis guidelines,surviving sepsis guidelines,by
PMC11668228,diabetes mellitus,diabetes mellitus,by
PMC11668228,neurology,neurology,by
PMC11668228,neuro-ophthalmology,neuro-ophthalmology,by
PMC11668228,physical exam,physical exam,by
PMC11668228,stroke,stroke,by
PMC11668228,third nerve palsy,third nerve palsy,by
PMC11671176,biomarkers,biomarkers,by
PMC11671176,cancer screening,cancer screening,by
PMC11671176,early detection,early detection,by
PMC11671176,metabolomics,metabolomics,by
PMC11671176,pancreatic ductal adenocarcinoma,pancreatic ductal adenocarcinoma,by
PMC11667131,candidiasis,candidiasis,by
PMC11667131,esophagogastroduodenoscopy,esophagogastroduodenoscopy,by
PMC11667131,fungal infection,fungal infection,by
PMC11667131,histopathology,histopathology,by
PMC11667131,pigmented lesions,pigmented lesions,by
PMC11668125,adverse events,adverse events,by
PMC11668125,diabetes mellitus,diabetes mellitus,by
PMC11668125,glp-1ra,glp-1ra,by
PMC11668125,glycemic control,glycemic control,by
PMC11668125,type 2 diabetes,type 2 diabetes,by
PMC11670823,bitter taste,bitter taste,by
PMC11670823,chronic disease risk,chronic disease risk,by
PMC11670823,food cravings,food cravings,by
PMC11670823,tas2r38,tas2r38,by
PMC11670823,taste sensitivity,taste sensitivity,by
PMC11669386,cardiovascular outcomes,cardiovascular outcomes,by
PMC11669386,dpp-4 inhibitors,dpp-4 inhibitors,by
PMC11669386,glycemic control,glycemic control,by
PMC11669386,hypoglycemia risk,hypoglycemia risk,by
PMC11669386,insulin,insulin,by
PMC11669386,metformin,metformin,by
PMC11669386,renal protection,renal protection,by
PMC11669386,sglt2 inhibitors,sglt2 inhibitors,by
PMC11669386,type 2 diabetes mellitus,type 2 diabetes mellitus,by
PMC11669386,weight changes,weight changes,by
PMC11662992,chronic disease management,chronic disease management,by
PMC11662992,exercise therapy,exercise therapy,by
PMC11662992,physiological mechanisms,physiological mechanisms,by
PMC11662992,quality of life,quality of life,by
PMC11662992,therapeutic intervention,therapeutic intervention,by
PMC11655090,empyema necessitans,empyema necessitans,by
PMC11655090,extra pulmonary tuberculosis,extra pulmonary tuberculosis,by
PMC11655090,mycobacterium tuberculosis,mycobacterium tuberculosis,by
PMC11655090,pleural effusion,pleural effusion,by
PMC11655090,tuberculosis,tuberculosis,by
PMC11662090,case study,case study,by
PMC11662090,integrated treatment approach,integrated treatment approach,by
PMC11662090,myasthenia gravis,myasthenia gravis,by
PMC11662090,myasthenic crisis,myasthenic crisis,by
PMC11662090,ravulizumab,ravulizumab,by
PMC11662193,acute cholecystitis,acute cholecystitis,by
PMC11662193,gangrene in acute cholecystitis,gangrene in acute cholecystitis,by
PMC11662193,gangrenous cholecystitis,gangrenous cholecystitis,by
PMC11662193,predicting factors,predicting factors,by
PMC11662193,predictors of gangrenous cholecystitis,predictors of gangrenous cholecystitis,by
PMC11663021,case report,case report,by
PMC11663021,entero-biliary fistulae,entero-biliary fistulae,by
PMC11663021,gallstone ileus,gallstone ileus,by
PMC11663021,gallstones complication,gallstones complication,by
PMC11663021,gastrointestinal ileus,gastrointestinal ileus,by
PMC11663021,gastrointestinal obstruction,gastrointestinal obstruction,by
PMC11663021,laparoscopic-assisted enterolithotomy,laparoscopic-assisted enterolithotomy,by
PMC11662991,alt,alt,by
PMC11662991,ast,ast,by
PMC11662991,diabetes,diabetes,by
PMC11662991,hepatic function,hepatic function,by
PMC11662991,liver enzymes,liver enzymes,by
PMC11662991,serum bilirubin,serum bilirubin,by
PMC11662991,stz,stz,by
PMC11662991,vinca rosea,vinca rosea,by
PMC11662991,wistar rats,wistar rats,by
PMC11662195,body composition,body composition,by
PMC11662195,body fat percentage,body fat percentage,by
PMC11662195,body mass index,body mass index,by
PMC11662195,diagnosis,diagnosis,by
PMC11662195,gestational diabetes mellitus,gestational diabetes mellitus,by
PMC11651802,acute abdominal pain,acute abdominal pain,by
PMC11651802,complications,complications,by
PMC11651802,nontraumatic,nontraumatic,by
PMC11651802,patient outcomes,patient outcomes,by
PMC11651802,surgical management,surgical management,by
PMC11663499,ceftriaxone,ceftriaxone,by
PMC11663499,large bowel diverticula,large bowel diverticula,by
PMC11663499,prosthetic knee joint infection,prosthetic knee joint infection,by
PMC11663499,small bowel polyp,small bowel polyp,by
PMC11663499,streptococcus bovis,streptococcus bovis,by
PMC11655091,basophils,basophils,by
PMC11655091,biometrics,biometrics,by
PMC11655091,dermatology,dermatology,by
PMC11655091,nhanes,nhanes,by
PMC11655091,psoriasis,psoriasis,by
PMC11659083,colonoscopy bowel preparation,colonoscopy bowel preparation,by
PMC11659083,diabetes mellitus type 2,diabetes mellitus type 2,by
PMC11659083,dot phrase,dot phrase,by
PMC11659083,inpatient colonoscopy,inpatient colonoscopy,by
PMC11659083,split-dose prep,split-dose prep,by
PMC11652396,aspergillus,aspergillus,by
PMC11652396,debridement,debridement,by
PMC11652396,endoscopic sinus surgery,endoscopic sinus surgery,by
PMC11652396,invasive fungal rhinosinusitis,invasive fungal rhinosinusitis,by
PMC11652396,voriconazole,voriconazole,by
PMC11655088,condom catheter,condom catheter,by
PMC11655088,gangrene of penis,gangrene of penis,by
PMC11655088,iatrogenic complication,iatrogenic complication,by
PMC11655088,inflatable penile prosthesis,inflatable penile prosthesis,by
PMC11655088,skin necrosis,skin necrosis,by
PMC11663027,diabetes,diabetes,by
PMC11663027,fatty liver,fatty liver,by
PMC11663027,fructose,fructose,by
PMC11663027,hypertension,hypertension,by
PMC11663027,hyperuricemia,hyperuricemia,by
PMC11663027,metabolic syndrome,metabolic syndrome,by
PMC11661885,canaliculitis,canaliculitis,by
PMC11661885,canaliculops,canaliculops,by
PMC11661885,common canalicular obstruction,common canalicular obstruction,by
PMC11661885,dacryoendoscopy,dacryoendoscopy,by
PMC11661885,intracanalicular granulation tissue,intracanalicular granulation tissue,by
PMC11646640,catecholamine hypersecretion,catecholamine hypersecretion,by
PMC11646640,coronary artery thrombus,coronary artery thrombus,by
PMC11646640,hypercoagulable state,hypercoagulable state,by
PMC11646640,myocardial infarction,myocardial infarction,by
PMC11646640,pheochromocytomas,pheochromocytomas,by
PMC11646637,diabetic macular oedema,diabetic macular oedema,by
PMC11646637,imaging biomarkers,imaging biomarkers,by
PMC11646637,non-proliferative diabetic retinopathy (npdr),non-proliferative diabetic retinopathy (npdr),by
PMC11646637,prognostic predictor,prognostic predictor,by
PMC11646637,proliferative diabetic retinopathy (pdr),proliferative diabetic retinopathy (pdr),by
PMC11646636,calcific uremic arteriolopathy,calcific uremic arteriolopathy,by
PMC11646636,ckd-mbd,ckd-mbd,by
PMC11646636,dialysis,dialysis,by
PMC11646636,end-stage renal disease (esrd),end-stage renal disease (esrd),by
PMC11646636,mineral bone diseases,mineral bone diseases,by
PMC11646477,diabetes mellitus type 2,diabetes mellitus type 2,by
PMC11646477,elevated c-reactive protein (crp),elevated c-reactive protein (crp),by
PMC11646477,group a strep sepsis,group a strep sepsis,by
PMC11646477,lrinec score,lrinec score,by
PMC11646477,necrotising fasciitis (nf),necrotising fasciitis (nf),by
PMC11650121,biographies,biographies,by
PMC11650121,historical vignette,historical vignette,by
PMC11650121,historical vignettes,historical vignettes,by
PMC11650121,medical innovation,medical innovation,by
PMC11650121,medical stories,medical stories,by
PMC11650328,insulin therapy errors,insulin therapy errors,by
PMC11650328,lipodystrophy,lipodystrophy,by
PMC11650328,patient safety-based medical education,patient safety-based medical education,by
PMC11650328,recurrent hypoglycemia,recurrent hypoglycemia,by
PMC11650328,type 2 diabetes mellitus,type 2 diabetes mellitus,by
PMC11645519,chronic pancreatitis,chronic pancreatitis,by
PMC11645519,genetic testing,genetic testing,by
PMC11645519,hereditary pancreatitis,hereditary pancreatitis,by
PMC11645519,pancreatic cysts,pancreatic cysts,by
PMC11645519,prss1,prss1,by
PMC11645519,pseudocysts,pseudocysts,by
PMC11628202,alzheimer disease,alzheimer disease,by
PMC11628202,blood glucose fluctuations,blood glucose fluctuations,by
PMC11628202,cognitive decline,cognitive decline,by
PMC11628202,cognitive impairment,cognitive impairment,by
PMC11628202,dementia,dementia,by
PMC11628202,fluctuating glucose level,fluctuating glucose level,by
PMC11628202,glycemic variability,glycemic variability,by
PMC11631160,antibiotic,antibiotic,by
PMC11631160,aspiration,aspiration,by
PMC11631160,empyema,empyema,by
PMC11631160,enterobacter,enterobacter,by
PMC11631160,lung abscess,lung abscess,by
PMC11634567,aerobic exercise,aerobic exercise,by
PMC11634567,diabetes mellitus type 2,diabetes mellitus type 2,by
PMC11634567,glycated hemoglobin,glycated hemoglobin,by
PMC11634567,high-intensity interval training (hiit),high-intensity interval training (hiit),by
PMC11634567,resistance training,resistance training,by
PMC11634559,cardiovascular risk factors,cardiovascular risk factors,by
PMC11634559,cholesterol,cholesterol,by
PMC11634559,dyslipidemia,dyslipidemia,by
PMC11634559,madagascar,madagascar,by
PMC11634559,prevalence,prevalence,by
PMC11634216,diabetic microvascular complications,diabetic microvascular complications,by
PMC11634216,diabetic retinopathies,diabetic retinopathies,by
PMC11634216,“insulin resistance”,“insulin resistance”,by
PMC11634216,types 2 diabetes mellitus (t2dm),types 2 diabetes mellitus (t2dm),by
PMC11634216,zinc supplementation,zinc supplementation,by
PMC11632286,diabetes mellitus,diabetes mellitus,by
PMC11632286,erectile dysfunction,erectile dysfunction,by
PMC11632286,mental health associate,mental health associate,by
PMC11632286,psychological impact,psychological impact,by
PMC11632286,risk factors,risk factors,by
PMC11624012,antibiotic treatment,antibiotic treatment,by
PMC11624012,lower limb cellulitis,lower limb cellulitis,by
PMC11624012,subcutaneous pressure,subcutaneous pressure,by
PMC11624012,surgical intervention,surgical intervention,by
PMC11624012,tissue inflammation,tissue inflammation,by
PMC11616898,diabetic keto acidosis,diabetic keto acidosis,by
PMC11616898,flatbush diabetes,flatbush diabetes,by
PMC11616898,glycated hemoglobin (hba1c),glycated hemoglobin (hba1c),by
PMC11616898,maturity onset diabetes of the young,maturity onset diabetes of the young,by
PMC11616898,type 1 and type 2 diabetes mellitus,type 1 and type 2 diabetes mellitus,by
PMC11625015,atherosclerosis,atherosclerosis,by
PMC11625015,cerebral bypass,cerebral bypass,by
PMC11625015,collaterals,collaterals,by
PMC11625015,moyamoya syndrome,moyamoya syndrome,by
PMC11625015,stroke,stroke,by
PMC11625412,insulin like growth factor,insulin like growth factor,by
PMC11625412,non-islet cell tumor hypoglycemia,non-islet cell tumor hypoglycemia,by
PMC11625412,paraneoplastic syndrome,paraneoplastic syndrome,by
PMC11625412,recurrent hypoglycaemia,recurrent hypoglycaemia,by
PMC11625412,renal cell carcinoma,renal cell carcinoma,by
PMC11627120,diabetes mellitus management,diabetes mellitus management,by
PMC11627120,dietary,dietary,by
PMC11627120,dietary control,dietary control,by
PMC11627120,health-care policy,health-care policy,by
PMC11627120,holistic approaches,holistic approaches,by
PMC11627120,nutritional knowledge,nutritional knowledge,by
PMC11627120,nutritional therapy for diabetes,nutritional therapy for diabetes,by
PMC11627120,socio-economic factors,socio-economic factors,by
PMC11627120,type 2 diabetic mellitus (t2dm),type 2 diabetic mellitus (t2dm),by
PMC11627430,chest pain,chest pain,by
PMC11627430,cvd risk factors,cvd risk factors,by
PMC11627430,emergency department disposition,emergency department disposition,by
PMC11627430,heart score,heart score,by
PMC11627430,mace,mace,by
PMC11627430,retrospective cohort,retrospective cohort,by
PMC11627430,risk stratification,risk stratification,by
PMC11619197,diabetes,diabetes,by
PMC11619197,immune checkpoint inhibitors,immune checkpoint inhibitors,by
PMC11619197,immune-related adverse event (irae),immune-related adverse event (irae),by
PMC11619197,immune related adverse events,immune related adverse events,by
PMC11619197,immunotherapy,immunotherapy,by
PMC11619197,immunotherapy induced diabetes,immunotherapy induced diabetes,by
PMC11619197,pd-1 inhibitor,pd-1 inhibitor,by
PMC11619197,pembrolizumab,pembrolizumab,by
PMC11616732,adolescent diabetes,adolescent diabetes,by
PMC11616732,associated factors with paediatric metabolic syndrome,associated factors with paediatric metabolic syndrome,by
PMC11616732,metabolic syndrome,metabolic syndrome,by
PMC11616732,physical activity,physical activity,by
PMC11616732,school children,school children,by
PMC11616732,screentime,screentime,by
PMC11615121,anemia,anemia,by
PMC11615121,balaji medical college study,balaji medical college study,by
PMC11615121,diabetes mellitus,diabetes mellitus,by
PMC11615121,glycemic control,glycemic control,by
PMC11615121,hematology investigations,hematology investigations,by
PMC11624970,diabetes mellitus,diabetes mellitus,by
PMC11624970,fasting blood sugar (fbs),fasting blood sugar (fbs),by
PMC11624970,hba1c,hba1c,by
PMC11624970,transfusion dependent thalassemic (tdt) patients,transfusion dependent thalassemic (tdt) patients,by
PMC11624970,β-thalassemia,β-thalassemia,by
PMC11625967,diabetes and metabolic syndrome,diabetes and metabolic syndrome,by
PMC11625967,diabetic peripheral neuropathy (dpn),diabetic peripheral neuropathy (dpn),by
PMC11625967,new-onset diabetes,new-onset diabetes,by
PMC11625967,new-onset dia-betes,new-onset dia-betes,by
PMC11625967,prediabetes,prediabetes,by
PMC11625967,types 2 diabetes,types 2 diabetes,by
PMC11624894,gad65,gad65,by
PMC11624894,pernicious anaemia,pernicious anaemia,by
PMC11624894,stiff person syndrome,stiff person syndrome,by
PMC11624894,stiff-person syndrome,stiff-person syndrome,by
PMC11624894,type i diabetes mellitus,type i diabetes mellitus,by
PMC11625395,first report,first report,by
PMC11625395,pancreas transplantation,pancreas transplantation,by
PMC11625395,simultaneous pancreas and kidney transplantation,simultaneous pancreas and kidney transplantation,by
PMC11625395,situs inversus abdominalis,situs inversus abdominalis,by
PMC11625395,technical challenges,technical challenges,by
PMC11622169,asian american,asian american,by
PMC11622169,bmi,bmi,by
PMC11622169,diabetes,diabetes,by
PMC11622169,disparities,disparities,by
PMC11622169,health public,health public,by
PMC11622169,metabolic syndrome,metabolic syndrome,by
PMC11622169,minority health,minority health,by
PMC11622169,minority population,minority population,by
PMC11622169,obesity,obesity,by
PMC11622169,visceral fat,visceral fat,by
PMC11614361,bacterial endophthalmitis,bacterial endophthalmitis,by
PMC11614361,bilateral endophthalmitis,bilateral endophthalmitis,by
PMC11614361,catheter-related complications,catheter-related complications,by
PMC11614361,infective endophthalmitis,infective endophthalmitis,by
PMC11614361,mssa bacteremia,mssa bacteremia,by
PMC11611797,diabetes mellitus,diabetes mellitus,by
PMC11611797,glycine,glycine,by
PMC11611797,inflammation,inflammation,by
PMC11611797,lung injury,lung injury,by
PMC11611797,n-acetylcysteine,n-acetylcysteine,by
PMC11611797,oxidative stress,oxidative stress,by
PMC11608648,american heart association (aha) and american college of cardiology (acc),american heart association (aha) and american college of cardiology (acc),by
PMC11608648,a systematic review and meta-analysis,a systematic review and meta-analysis,by
PMC11608648,community obesity,community obesity,by
PMC11608648,coronary heart disease (chd),coronary heart disease (chd),by
PMC11608648,family history of diabetes,family history of diabetes,by
PMC11608648,hyperlipidemia treatment,hyperlipidemia treatment,by
