pmcid,pmid,doi,licence,licence_source,retrieval_batch,keyword_group_classification_rule,n_confidently_author_keywords,included_in_benchmark_construction
PMC11743957,39835029.0,10.7759/cureus.76064,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_9356bbc748c90559,confidently_author only (ambiguous/clearly_not_author excluded),7,False
PMC11743417,39834977.0,10.7759/cureus.76007,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_9356bbc748c90559,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11743506,39834981.0,10.7759/cureus.76014,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_9356bbc748c90559,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11734866,39816303.0,10.7759/cureus.75809,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_9356bbc748c90559,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11743228,39835079.0,10.7759/cureus.75993,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_9356bbc748c90559,confidently_author only (ambiguous/clearly_not_author excluded),7,True
PMC11745827,39840001.0,10.14789/ejmj.JMJ24-0030-R,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_9356bbc748c90559,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC11743766,39835082.0,10.7759/cureus.76053,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_9356bbc748c90559,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC11745562,39834989.0,10.7759/cureus.76152,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_9356bbc748c90559,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11731534,39811204.0,10.7759/cureus.75739,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_9356bbc748c90559,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11749097,39840155.0,10.7759/cureus.76188,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_9356bbc748c90559,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11747299,39839731.0,10.12688/f1000research.153466.2,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_9356bbc748c90559,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11732959,39816320.0,10.7759/cureus.75763,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_9356bbc748c90559,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC11740750,39830876.0,10.17113/ftb.62.04.24.8588,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_9356bbc748c90559,confidently_author only (ambiguous/clearly_not_author excluded),3,False
PMC11726392,39807452.0,10.7759/cureus.75691,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_9356bbc748c90559,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11743632,39835068.0,10.7759/cureus.76030,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_9356bbc748c90559,confidently_author only (ambiguous/clearly_not_author excluded),10,False
PMC11742745,39839807.0,10.5812/ijem-144736,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_9356bbc748c90559,confidently_author only (ambiguous/clearly_not_author excluded),4,True
PMC11736515,39822431.0,10.7759/cureus.75852,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_9356bbc748c90559,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11734641,39816301.0,10.7759/cureus.75798,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_9356bbc748c90559,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11745527,39834997.0,10.7759/cureus.76150,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_9356bbc748c90559,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11736670,39822434.0,10.7759/cureus.75860,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_9356bbc748c90559,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11743532,39834951.0,10.7759/cureus.76015,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_9356bbc748c90559,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC11731195,39811211.0,10.7759/cureus.75728,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_9356bbc748c90559,confidently_author only (ambiguous/clearly_not_author excluded),6,False
PMC11747980,39840152.0,10.7759/cureus.76162,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_9356bbc748c90559,confidently_author only (ambiguous/clearly_not_author excluded),7,True
PMC11728208,39807464.0,10.7759/cureus.75703,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_9356bbc748c90559,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11737807,39822448.0,10.7759/cureus.75820,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_9356bbc748c90559,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC11731551,39811220.0,10.7759/cureus.75744,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_9356bbc748c90559,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11725303,39803023.0,10.7759/cureus.75661,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_c6f3832495876a89,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC11725050,39803050.0,10.7759/cureus.75454,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_c6f3832495876a89,confidently_author only (ambiguous/clearly_not_author excluded),9,True
PMC11725051,39803090.0,10.7759/cureus.75627,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_c6f3832495876a89,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11725313,39803116.0,10.7759/cureus.75612,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_c6f3832495876a89,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11725048,39803051.0,10.7759/cureus.75578,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_c6f3832495876a89,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC11723777,39803151.0,10.7759/cureus.75521,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_edc0e2c835b81750,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11710919,39781172.0,10.7759/cureus.75411,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_edc0e2c835b81750,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11717404,39791034.0,10.7759/cureus.75418,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_edc0e2c835b81750,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11711708,39791059.0,10.7759/cureus.75430,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_edc0e2c835b81750,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11717380,39791030.0,10.7759/cureus.75439,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_edc0e2c835b81750,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11709702,39781167.0,10.7759/cureus.75394,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_edc0e2c835b81750,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11710868,39781139.0,10.7759/cureus.75399,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_edc0e2c835b81750,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11707007,39781154.0,10.7759/cureus.75302,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_edc0e2c835b81750,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11721057,39803007.0,10.7759/cureus.75531,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_edc0e2c835b81750,confidently_author only (ambiguous/clearly_not_author excluded),6,False
PMC11723663,39733527.0,10.18632/aging.206178,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_edc0e2c835b81750,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC11702127,39764319.0,10.7759/cureus.75262,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_7747b6b1446b43d1,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC11700303,39759752.0,10.7759/cureus.75192,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_7747b6b1446b43d1,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11695108,39759757.0,10.7759/cureus.75058,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_7747b6b1446b43d1,confidently_author only (ambiguous/clearly_not_author excluded),7,True
PMC11706570,39776729.0,10.7759/cureus.75269,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_7747b6b1446b43d1,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11699588,39759628.0,10.7759/cureus.75145,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_7747b6b1446b43d1,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC11700368,39759667.0,10.7759/cureus.75196,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_7747b6b1446b43d1,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11700513,39759721.0,10.7759/cureus.75225,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_7747b6b1446b43d1,confidently_author only (ambiguous/clearly_not_author excluded),8,False
PMC11700381,39759610.0,10.7759/cureus.75204,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_7747b6b1446b43d1,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC11698482,39759658.0,10.7759/cureus.75110,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_7747b6b1446b43d1,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC11704649,39776746.0,10.7759/cureus.75304,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_7747b6b1446b43d1,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC11683709,39742220.0,10.31083/j.rcm2512436,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_a8d749fde7c9f35f,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC11440330,38982923.0,10.2174/011573403X304090240705063536,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_a8d749fde7c9f35f,confidently_author only (ambiguous/clearly_not_author excluded),7,True
PMC11683714,39742241.0,10.31083/j.rcm2512442,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_a8d749fde7c9f35f,confidently_author only (ambiguous/clearly_not_author excluded),3,False
PMC11284697,38347774.0,10.2174/011573403X289572240206112303,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_a8d749fde7c9f35f,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC11683720,39742238.0,10.31083/j.rcm2512434,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_a8d749fde7c9f35f,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC11694328,39749095.0,10.7759/cureus.75021,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_a8d749fde7c9f35f,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC11688928,39744270.0,10.7759/cureus.74960,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_a8d749fde7c9f35f,confidently_author only (ambiguous/clearly_not_author excluded),10,True
PMC11107473,38367262.0,10.2174/011573403X267669240125041203,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_a8d749fde7c9f35f,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC11693066,39744267.0,10.7759/cureus.74989,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_a8d749fde7c9f35f,confidently_author only (ambiguous/clearly_not_author excluded),6,False
PMC11683691,39742219.0,10.31083/j.rcm2512458,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_a8d749fde7c9f35f,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11691999,39744304.0,10.7759/cureus.74977,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_a8d749fde7c9f35f,confidently_author only (ambiguous/clearly_not_author excluded),8,True
PMC11693407,39744260.0,10.7759/cureus.74943,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_a8d749fde7c9f35f,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11688653,39744247.0,10.7759/cureus.74955,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_a8d749fde7c9f35f,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC11694051,39749046.0,10.7759/cureus.75005,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_a8d749fde7c9f35f,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11683719,39742223.0,10.31083/j.rcm2512460,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_a8d749fde7c9f35f,confidently_author only (ambiguous/clearly_not_author excluded),7,True
PMC11684534,39737272.0,10.7759/cureus.74820,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_1ce2b9637d6d4bf4,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11684537,39737321.0,10.7759/cureus.74849,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_1ce2b9637d6d4bf4,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC11682734,39735075.0,10.7759/cureus.74769,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_1ce2b9637d6d4bf4,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC11682691,39734999.0,10.7759/cureus.74422,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_1ce2b9637d6d4bf4,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC11682853,39735002.0,10.7759/cureus.74755,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_1ce2b9637d6d4bf4,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC11684553,39737252.0,10.7759/cureus.74845,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_1ce2b9637d6d4bf4,confidently_author only (ambiguous/clearly_not_author excluded),10,True
PMC11682726,39735069.0,10.7759/cureus.74766,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_1ce2b9637d6d4bf4,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11688164,39741610.0,10.7759/cureus.74865,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_1ce2b9637d6d4bf4,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11681835,39735014.0,10.7759/cureus.74663,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_53ab4df3c7c3ddf6,confidently_author only (ambiguous/clearly_not_author excluded),10,True
PMC11680953,39735099.0,10.7759/cureus.74629,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_53ab4df3c7c3ddf6,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC11672162,39735125.0,10.7759/cureus.74559,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_f933dda58c7620ab,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC11676328,39734941.0,10.7759/cureus.74593,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_f933dda58c7620ab,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11671813,39734939.0,10.7759/cureus.74554,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_f933dda58c7620ab,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11671117,39726477.0,10.7759/cureus.74494,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_db161271cf300672,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11663298,39712817.0,10.7759/cureus.74153,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_db161271cf300672,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11668267,39720367.0,10.7759/cureus.74356,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_db161271cf300672,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC11668228,39720363.0,10.7759/cureus.74346,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_db161271cf300672,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC11671176,39726485.0,10.7759/cureus.74528,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_db161271cf300672,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11667131,39720364.0,10.7759/cureus.74331,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_db161271cf300672,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11668125,39720384.0,10.7759/cureus.74345,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_db161271cf300672,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC11670823,39726502.0,10.7759/cureus.74509,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_db161271cf300672,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC11669386,39723311.0,10.7759/cureus.74400,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_db161271cf300672,confidently_author only (ambiguous/clearly_not_author excluded),10,False
PMC11662992,39712722.0,10.7759/cureus.74165,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_3fa87aad39c5983a,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC11655090,39697914.0,10.7759/cureus.73919,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_3fa87aad39c5983a,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11662090,39712723.0,10.7759/cureus.74117,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_3fa87aad39c5983a,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC11662193,39712675.0,10.7759/cureus.74126,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_3fa87aad39c5983a,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC11663021,39712822.0,10.7759/cureus.74123,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_3fa87aad39c5983a,confidently_author only (ambiguous/clearly_not_author excluded),7,True
PMC11662991,39712809.0,10.7759/cureus.74166,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_3fa87aad39c5983a,confidently_author only (ambiguous/clearly_not_author excluded),9,True
PMC11662195,39712835.0,10.7759/cureus.74125,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_3fa87aad39c5983a,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC11651802,39691411.0,10.7759/cureus.75772,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_3fa87aad39c5983a,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11663499,39712796.0,10.7759/cureus.74264,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_3fa87aad39c5983a,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC11655091,39697959.0,10.7759/cureus.73929,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_3fa87aad39c5983a,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC11659083,39712772.0,10.7759/cureus.74040,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_3fa87aad39c5983a,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC11652396,39697917.0,10.7759/cureus.73868,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_3fa87aad39c5983a,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC11655088,39697903.0,10.7759/cureus.73911,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_3fa87aad39c5983a,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11663027,39712814.0,10.7759/cureus.74143,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_3fa87aad39c5983a,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC11661885,39712744.0,10.7759/cureus.74060,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_3fa87aad39c5983a,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC11646640,39677999.0,10.7759/cureus.75659,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_700e9b75f37bcc03,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11646637,39677190.0,10.7759/cureus.73765,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_700e9b75f37bcc03,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11646636,39677159.0,10.7759/cureus.73711,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_700e9b75f37bcc03,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11646477,39677092.0,10.7759/cureus.73755,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_700e9b75f37bcc03,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC11650121,39691108.0,10.7759/cureus.73806,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_700e9b75f37bcc03,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC11650328,39691127.0,10.7759/cureus.73835,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_700e9b75f37bcc03,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC11645519,39677196.0,10.7759/cureus.73653,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_a388a441c49c157f,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC11628202,39659303.0,10.7759/cureus.73353,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_cabf12d45a9cea48,confidently_author only (ambiguous/clearly_not_author excluded),7,True
PMC11631160,39659331.0,10.7759/cureus.73397,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_cabf12d45a9cea48,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC11634567,39669830.0,10.7759/cureus.73401,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_cabf12d45a9cea48,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11634559,39669850.0,10.7759/cureus.73424,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_cabf12d45a9cea48,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11634216,39664139.0,10.7759/cureus.73473,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_cabf12d45a9cea48,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11632286,39664122.0,10.7759/cureus.73415,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_cabf12d45a9cea48,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC11624012,39650862.0,10.7759/cureus.73090,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_aa9f8295be790ce3,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11616898,39634998.0,10.7759/cureus.72998,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_aa9f8295be790ce3,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11625015,39650868.0,10.7759/cureus.73242,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_aa9f8295be790ce3,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11625412,39651031.0,10.7759/cureus.73276,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_aa9f8295be790ce3,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11627120,39655132.0,10.7759/cureus.73333,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_aa9f8295be790ce3,confidently_author only (ambiguous/clearly_not_author excluded),9,True
PMC11627430,39655101.0,10.7759/cureus.73343,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_aa9f8295be790ce3,confidently_author only (ambiguous/clearly_not_author excluded),7,True
PMC11619197,39640141.0,10.7759/cureus.73049,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_aa9f8295be790ce3,confidently_author only (ambiguous/clearly_not_author excluded),8,True
PMC11616732,39634997.0,10.7759/cureus.72994,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_aa9f8295be790ce3,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC11615121,39634981.0,10.7759/cureus.72946,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_aa9f8295be790ce3,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC11624970,39651019.0,10.7759/cureus.73236,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_aa9f8295be790ce3,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC11625967,39655103.0,10.7759/cureus.73304,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_aa9f8295be790ce3,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC11624894,39651016.0,10.7759/cureus.73219,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_aa9f8295be790ce3,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC11625395,39650883.0,10.7759/cureus.73271,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_aa9f8295be790ce3,confidently_author only (ambiguous/clearly_not_author excluded),5,False
