keyword_a	keyword_b	weight
Case study	industrial ecology	2
Closed-loop supply chain	E-waste	2
Carbon footprint	Chemical recycling	2
Supply chain	Textile waste	2
Agriculture	Policy	2
Techno-economic analysis	Wastewater treatment	2
Packaging	Textile waste	2
Anaerobic digestion	Machine learning	2
Literature review	Packaging	2
Biopolymers	Textile waste	2
Case study	Construction and demolition waste	2
Decision-making	Supply chain management	2
CO<sub>2</sub> emissions	Valorization	2
End-of-life	Waste-to-energy	2
Industrial symbiosis	Pyrolysis	2
Bioeconomy	Industrial symbiosis	2
Product-service system	WEEE	2
Lithium-ion batteries	Reverse logistics	2
Sewage sludge	Valorization	2
SMEs	Supply chain management	2
Energy	Indicators	2
Biorefinery	Industry 4.0	2
3D printing	Business model	2
Climate change	Electric vehicles	2
Biodegradable	Biowaste	2
Decision-making	Industrial symbiosis	2
Energy	Renewable energy	2
Industry 4.0	Wastewater	2
Biomass	Resource recovery	2
Barriers	Resource efficiency	2
Innovation	Packaging	2
Climate change	Reuse	2
China	E-waste	2
Anaerobic digestion	CO<sub>2</sub> emissions	2
Resource efficiency	Waste valorization	2
Machine learning	Waste recycling	2
Lignocellulosic biomass	Mechanical properties	2
Adsorption	Biogas	2
Agriculture	Decision-making	2
Climate change	Packaging	2
China	Remanufacturing	2
Anaerobic digestion	industrial ecology	2
Energy	European Union	2
Biowaste	Packaging	2
Heavy metals	Waste	2
Heavy metals	Recycling	2
Bibliometric analysis	China	2
Bioplastics	Wastewater	2
Bioenergy	Recycling	2
Renewable energy	by-products	2
Circular business models	Reverse logistics	2
Adsorption	Life cycle assessment	2
Agriculture	China	2
Bioeconomy	China	2
Business model	Climate change	2
Electric vehicles	Renewable energy	2
Bioplastics	Supply chain	2
Packaging	Recovery	2
Case study	Closed-loop supply chain	2
Case study	Supply chain management	2
Bibliometric analysis	Industrial symbiosis	2
Recovery	WEEE	2
Bioplastics	Resource recovery	2
Biodegradable	Food waste	2
Critical raw materials	Decision-making	2
Business model	Upcycling	2
Bioeconomy	Machine learning	2
CO<sub>2</sub> emissions	End-of-life	2
Closed-loop supply chain	Product-service system	2
Industrial symbiosis	Material flow analysis	2
Greenhouse gas emissions	Indicators	2
China	Indicators	2
Bioplastics	Hydrogen	2
Policy	Waste-to-energy	2
Additive manufacturing	Waste recycling	2
Agriculture	Textile waste	2
Construction	by-products	2
Lignocellulosic biomass	bioactive compounds	2
Additive manufacturing	industrial ecology	2
Pyrolysis	Textile waste	2
Bibliometric analysis	Innovation	2
Waste recycling	Waste valorization	2
Bibliometric analysis	Biofuels	2
3D printing	Machine learning	2
Energy	Food waste	2
Critical raw materials	Sustainable development goals	2
Chemical recycling	Packaging	2
Packaging	Upcycling	2
3D printing	Biodegradable	2
Composting	Optimization	2
Heavy metals	Optimization	2
Chemical recycling	Material flow analysis	2
Hydrogen	bioactive compounds	2
Innovation	Renewable energy	2
Energy	Municipal solid waste	2
Anaerobic digestion	bioactive compounds	2
Biochar	CO<sub>2</sub> emissions	2
Lithium-ion batteries	Supply chain	2
Biochar	Sustainable development goals	2
Pyrolysis	Sustainable development goals	2
Bioenergy	Techno-economic analysis	2
Literature review	SMEs	2
Construction and demolition waste	Sustainable development goals	2
Composting	Food supply chain	2
Municipal solid waste	Techno-economic analysis	2
Bioenergy	Supply chain	2
Eco-design	Material flow analysis	2
Eco-design	WEEE	2
Bibliometric analysis	Biochar	2
Bibliometric analysis	Heavy metals	2
Literature review	Sustainable development goals	2
Hydrogen	polyphenols	2
Pyrolysis	Valorization	2
CO<sub>2</sub> emissions	Machine learning	2
Biogas	Composting	2
Biogas	Nutrient recovery	2
Construction	Waste valorization	2
Composting	Microalgae	2
Composting	Reuse	2
Eco-design	Electric vehicles	2
Optimization	Techno-economic analysis	2
Electric vehicles	Waste management	2
Food waste	Greenhouse gas emissions	2
Construction and demolition waste	Machine learning	2
Food supply chain	Supply chain management	2
Business model	Plastic waste	2
Business model	Waste	2
Bibliometric analysis	Energy	2
Agriculture	Waste valorization	2
Agriculture	Waste-to-energy	2
3D printing	Biomass	2
Food supply chain	Indicators	2
E-waste	European Union	2
Mechanical properties	Upcycling	2
Literature review	Renewable energy	2
Circular business models	Construction and demolition waste	2
Biowaste	Machine learning	2
Biowaste	Waste valorization	2
Bioplastics	Pyrolysis	2
Biochar	Energy	2
Construction	Supply chain management	2
Agriculture	Digitalization	2
Climate change	industrial ecology	2
Waste management	Waste recycling	2
Municipal solid waste	Packaging	2
Packaging	Wastewater	2
Municipal solid waste	Valorization	2
Construction	Indicators	2
Decision-making	Product-service system	2
Construction and demolition waste	Indicators	2
CO<sub>2</sub> emissions	China	2
Optimization	Plastic waste	2
Bioeconomy	Policy	2
Biorefinery	Municipal solid waste	2
European Union	Packaging	2
Bibliometric analysis	Climate change	2
Climate change	Systematic literature review	2
Biopolymers	Waste management	2
3D printing	Agriculture	2
Textile waste	industrial ecology	2
SMEs	Sustainable development goals	2
Climate change	Reverse logistics	2
SMEs	Textile waste	2
Biochar	Biopolymers	2
Circular supply chain	Recycling	2
by-products	industrial ecology	2
Anaerobic digestion	Heavy metals	2
Indicators	Systematic literature review	2
Optimization	antioxidants	2
Electric vehicles	Wastewater	2
Heavy metals	Plastic waste	2
Food waste	Waste recycling	2
European Union	Resource efficiency	2
Renewable energy	Systematic literature review	2
Composting	Upcycling	2
Pyrolysis	Upcycling	2
Recovery	Resource recovery	2
Waste valorization	Wastewater treatment	2
Carbon footprint	Food waste	2
Industrial symbiosis	Plastic waste	2
Bioplastics	Food supply chain	2
Adsorption	Anaerobic digestion	2
Food supply chain	Recycling	2
Carbon footprint	Eco-design	2
Machine learning	Renewable energy	2
Climate change	Supply chain management	2
Biodegradable	Waste valorization	2
Biogas	Recycling	2
Hydrogen	Resource recovery	2
Industrial symbiosis	Remanufacturing	2
Remanufacturing	Wastewater	2
Eco-design	Literature review	2
Carbon footprint	Wastewater treatment	2
Bibliometric analysis	Biogas	2
Hydrogen	Wastewater	2
Adsorption	Sewage sludge	2
Case study	Wastewater	2
Agriculture	Packaging	2
Chemical recycling	industrial ecology	2
Bibliometric analysis	Construction and demolition waste	2
Greenhouse gas emissions	Techno-economic analysis	2
Greenhouse gas emissions	Sewage sludge	2
Biochar	Lignocellulosic biomass	2
Pyrolysis	Resource recovery	2
Adsorption	Machine learning	2
Digitalization	Renewable energy	2
Bibliometric analysis	COVID-19	2
Decision-making	Digitalization	2
Bioenergy	Sustainable development goals	2
Indicators	Waste	2
Carbon footprint	Material flow analysis	2
Construction	Plastic waste	2
Business model	Machine learning	2
Bibliometric analysis	Machine learning	2
3D printing	Upcycling	2
CO<sub>2</sub> emissions	Municipal solid waste	2
Biodegradable	End-of-life	2
Lithium-ion batteries	Policy	2
Eco-design	End-of-life	2
3D printing	Remanufacturing	2
Circular supply chain	Resource recovery	2
Policy	Textile waste	2
Biopolymers	Wastewater	2
Sustainable development goals	Systematic literature review	2
Biofuels	Carbon footprint	2
Biomass	Carbon footprint	2
Circular supply chain	Remanufacturing	2
Case study	Innovation	2
Bioplastics	Carbon footprint	2
Renewable energy	Wastewater treatment	2
Biodegradable	Lignocellulosic biomass	2
Additive manufacturing	Renewable energy	2
E-waste	Waste-to-energy	2
COVID-19	SMEs	2
Biopolymers	Mechanical properties	2
Policy	Techno-economic analysis	2
Microalgae	Sustainable development goals	2
Construction and demolition waste	Wastewater treatment	2
Circular business models	Techno-economic analysis	2
3D printing	Supply chain	2
Bioplastics	COVID-19	2
COVID-19	Life cycle assessment	2
Food supply chain	Material flow analysis	2
Microalgae	Waste management	2
Bibliometric analysis	Circular supply chain	2
Adsorption	Waste recycling	2
Case study	Supply chain	2
Anaerobic digestion	Biopolymers	2
Anaerobic digestion	Business model	2
Digitalization	E-waste	2
Construction and demolition waste	Upcycling	2
Material flow analysis	Upcycling	2
Innovation	Microalgae	2
Biorefinery	Machine learning	2
Indicators	Innovation	2
Recovery	Reverse logistics	2
Industry 4.0	Renewable energy	2
Digitalization	Waste	2
Biowaste	Energy	2
Biorefinery	Greenhouse gas emissions	2
Bibliometric analysis	bioactive compounds	2
Closed-loop supply chain	Digitalization	2
Nutrient recovery	Optimization	2
Biopolymers	Sewage sludge	2
Heavy metals	Valorization	2
Electric vehicles	Techno-economic analysis	2
Bioeconomy	Hydrogen	2
E-waste	Renewable energy	2
Construction	Decision-making	2
Biofuels	Energy	2
Chemical recycling	Composting	2
Decision-making	Nutrient recovery	2
Food waste	Supply chain management	2
Adsorption	by-products	2
End-of-life	Literature review	2
Waste recycling	Wastewater treatment	2
Agriculture	Biofuels	2
Biowaste	Wastewater	2
Biofuels	Municipal solid waste	2
Closed-loop supply chain	SMEs	2
Electric vehicles	Greenhouse gas emissions	2
Circular business models	Policy	2
Product-service system	Supply chain	2
Literature review	Resource recovery	2
CO<sub>2</sub> emissions	Waste	2
Reuse	Waste valorization	2
3D printing	Supply chain management	2
Business model	European Union	1
Biofuels	Composting	1
Composting	Hydrogen	1
Remanufacturing	Resource recovery	1
Innovation	Systematic literature review	1
Case study	Composting	1
Food supply chain	Waste-to-energy	1
Supply chain	Supply chain management	1
Biodegradable	Innovation	1
3D printing	COVID-19	1
Adsorption	WEEE	1
Recovery	Techno-economic analysis	1
Construction	Upcycling	1
Optimization	Upcycling	1
Indicators	Material flow analysis	1
Construction	Valorization	1
Lithium-ion batteries	Techno-economic analysis	1
Chemical recycling	Wastewater	1
Indicators	Municipal solid waste	1
Biochar	Waste-to-energy	1
Biowaste	Pyrolysis	1
Composting	Eco-design	1
Hydrogen	Wastewater treatment	1
COVID-19	Critical raw materials	1
E-waste	Industrial symbiosis	1
Greenhouse gas emissions	Wastewater	1
Bioeconomy	Valorization	1
Bioeconomy	Sewage sludge	1
Hydrogen	Valorization	1
Bioplastics	Industrial symbiosis	1
Bioplastics	Upcycling	1
Food supply chain	Sustainable development goals	1
Plastic waste	Sustainable development goals	1
Carbon footprint	Industry 4.0	1
Reuse	Valorization	1
Agriculture	bioactive compounds	1
Municipal solid waste	Wastewater treatment	1
China	Textile waste	1
Resource efficiency	Wastewater	1
Biodegradable	Sewage sludge	1
Hydrogen	Optimization	1
Hydrogen	Supply chain	1
Material flow analysis	Renewable energy	1
Mechanical properties	Valorization	1
Composting	Packaging	1
Food waste	Textile waste	1
Mechanical properties	antioxidants	1
Energy	industrial ecology	1
Circular business models	Waste recycling	1
Indicators	Renewable energy	1
bioactive compounds	industrial ecology	1
Bioeconomy	polyphenols	1
Municipal solid waste	Reverse logistics	1
Machine learning	Wastewater	1
Valorization	antioxidants	1
Lignocellulosic biomass	Renewable energy	1
Lignocellulosic biomass	Sustainable development goals	1
Heavy metals	Reuse	1
Systematic literature review	Waste-to-energy	1
Lignocellulosic biomass	Recovery	1
Barriers	Waste	1
Biogas	Indicators	1
China	Greenhouse gas emissions	1
Agriculture	Resource recovery	1
Digitalization	WEEE	1
Industrial symbiosis	Sustainable development goals	1
Lithium-ion batteries	Waste valorization	1
Digitalization	Municipal solid waste	1
Digitalization	Recovery	1
Decision-making	Policy	1
Circular supply chain	Waste-to-energy	1
End-of-life	Hydrogen	1
Microalgae	Sewage sludge	1
Energy	Systematic literature review	1
Renewable energy	Waste recycling	1
Circular business models	Nutrient recovery	1
European Union	Nutrient recovery	1
Microalgae	industrial ecology	1
COVID-19	Sewage sludge	1
Recovery	industrial ecology	1
Lithium-ion batteries	Renewable energy	1
Anaerobic digestion	Construction	1
Bioenergy	Industrial symbiosis	1
Resource recovery	Supply chain	1
Circular supply chain	industrial ecology	1
Anaerobic digestion	Case study	1
Anaerobic digestion	Recovery	1
Biochar	Case study	1
Biochar	Recovery	1
Biochar	Reuse	1
Biofuels	Case study	1
Biofuels	Recycling	1
Biofuels	Reuse	1
Case study	Recovery	1
Composting	Recovery	1
Case study	Systematic literature review	1
Business model	COVID-19	1
European Union	Industrial symbiosis	1
China	Innovation	1
Additive manufacturing	Business model	1
COVID-19	Circular business models	1
Circular business models	Food supply chain	1
Agriculture	Indicators	1
Biochar	Waste recycling	1
Digitalization	Packaging	1
Additive manufacturing	Product-service system	1
Industrial symbiosis	Waste recycling	1
Biogas	Recovery	1
Carbon footprint	Sustainable development goals	1
Adsorption	polyphenols	1
Barriers	Policy	1
Policy	Supply chain management	1
Composting	End-of-life	1
CO<sub>2</sub> emissions	Industrial symbiosis	1
Industrial symbiosis	Renewable energy	1
Biowaste	Hydrogen	1
Recovery	Supply chain	1
Energy	Upcycling	1
Reverse logistics	SMEs	1
Barriers	COVID-19	1
Decision-making	Electric vehicles	1
3D printing	Industrial symbiosis	1
3D printing	Literature review	1
Additive manufacturing	Literature review	1
Additive manufacturing	Waste	1
Literature review	Waste	1
Composting	industrial ecology	1
Recycling	Waste recycling	1
Bioeconomy	Critical raw materials	1
COVID-19	Product-service system	1
Industry 4.0	antioxidants	1
Industrial symbiosis	Wastewater treatment	1
Climate change	by-products	1
Heavy metals	Lignocellulosic biomass	1
Biofuels	Electric vehicles	1
Biofuels	Innovation	1
Electric vehicles	Innovation	1
Bioplastics	Systematic literature review	1
3D printing	Innovation	1
Bioeconomy	Digitalization	1
Construction and demolition waste	industrial ecology	1
Biodegradable	Biorefinery	1
Eco-design	Product-service system	1
Eco-design	Upcycling	1
Biochar	Bioplastics	1
Biogas	polyphenols	1
Biodegradable	Nutrient recovery	1
Life cycle assessment	SMEs	1
Biofuels	by-products	1
Closed-loop supply chain	Industrial symbiosis	1
Anaerobic digestion	SMEs	1
SMEs	Waste-to-energy	1
End-of-life	Systematic literature review	1
Decision-making	Municipal solid waste	1
Business model	China	1
Biowaste	polyphenols	1
Energy	Optimization	1
Decision-making	Eco-design	1
China	Sustainable development goals	1
Upcycling	Wastewater	1
Barriers	Material flow analysis	1
Municipal solid waste	Systematic literature review	1
Biomass	Resource efficiency	1
Industry 4.0	Policy	1
Food supply chain	Sewage sludge	1
Nutrient recovery	industrial ecology	1
Carbon footprint	Construction	1
Composting	Resource recovery	1
Municipal solid waste	Reuse	1
Circular supply chain	Wastewater treatment	1
Anaerobic digestion	Upcycling	1
Biowaste	Upcycling	1
Biowaste	Wastewater treatment	1
Food waste	Wastewater treatment	1
Nutrient recovery	Upcycling	1
Resource recovery	Upcycling	1
Techno-economic analysis	antioxidants	1
Energy	Lignocellulosic biomass	1
Biorefinery	Circular business models	1
Biorefinery	Upcycling	1
China	SMEs	1
Decision-making	Supply chain	1
Indicators	Literature review	1
Agriculture	Industrial symbiosis	1
Optimization	Reverse logistics	1
Optimization	Supply chain management	1
Innovation	Wastewater treatment	1
Agriculture	antioxidants	1
Biorefinery	Recovery	1
3D printing	Closed-loop supply chain	1
Carbon footprint	End-of-life	1
Bioeconomy	SMEs	1
SMEs	Waste management	1
Material flow analysis	SMEs	1
Biomass	Indicators	1
Nutrient recovery	Renewable energy	1
Carbon footprint	Pyrolysis	1
Packaging	Supply chain	1
Biodegradable	Chemical recycling	1
Construction	Sewage sludge	1
Industry 4.0	industrial ecology	1
Biomass	Reuse	1
China	Waste	1
Waste management	bioactive compounds	1
Packaging	Product-service system	1
Construction and demolition waste	Plastic waste	1
Municipal solid waste	polyphenols	1
Bioeconomy	Recovery	1
Packaging	Supply chain management	1
Eco-design	Techno-economic analysis	1
Industry 4.0	Plastic waste	1
Business model	Optimization	1
Bioeconomy	Packaging	1
Eco-design	SMEs	1
Bioeconomy	Municipal solid waste	1
Recycling	Wastewater treatment	1
End-of-life	Industrial symbiosis	1
Circular business models	WEEE	1
Pyrolysis	by-products	1
Case study	China	1
Bioeconomy	Literature review	1
Energy	Lithium-ion batteries	1
Material flow analysis	Mechanical properties	1
Packaging	Waste-to-energy	1
China	Circular supply chain	1
Resource efficiency	Waste	1
Barriers	Reuse	1
Case study	Wastewater treatment	1
Biopolymers	Packaging	1
China	Policy	1
Microalgae	bioactive compounds	1
Material flow analysis	by-products	1
Eco-design	Renewable energy	1
Eco-design	Resource recovery	1
Waste	Waste recycling	1
Bioeconomy	antioxidants	1
Biochar	Bioeconomy	1
Biowaste	industrial ecology	1
Packaging	industrial ecology	1
Reuse	SMEs	1
SMEs	by-products	1
Supply chain	by-products	1
Resource efficiency	Resource recovery	1
Bioeconomy	Systematic literature review	1
Optimization	Resource efficiency	1
Recycling	bioactive compounds	1
Critical raw materials	Industrial symbiosis	1
E-waste	Nutrient recovery	1
Bioenergy	China	1
Biomass	China	1
E-waste	Municipal solid waste	1
3D printing	CO<sub>2</sub> emissions	1
Biogas	China	1
Lignocellulosic biomass	Waste	1
Biogas	Supply chain	1
Biorefinery	Innovation	1
Product-service system	Waste	1
Recovery	Waste-to-energy	1
Agriculture	Case study	1
Business model	CO<sub>2</sub> emissions	1
Food waste	Optimization	1
Carbon footprint	Nutrient recovery	1
Bioplastics	Wastewater treatment	1
Biochar	Material flow analysis	1
Material flow analysis	Pyrolysis	1
Decision-making	Innovation	1
Industrial symbiosis	Product-service system	1
Biomass	Industrial symbiosis	1
Agriculture	Eco-design	1
Biogas	Eco-design	1
Construction and demolition waste	Remanufacturing	1
E-waste	Heavy metals	1
Anaerobic digestion	Literature review	1
China	Lithium-ion batteries	1
Closed-loop supply chain	Resource efficiency	1
Case study	Indicators	1
Carbon footprint	Optimization	1
Carbon footprint	Reverse logistics	1
Climate change	Waste-to-energy	1
Heavy metals	Material flow analysis	1
Indicators	Plastic waste	1
Carbon footprint	Packaging	1
Eco-design	Reuse	1
Agriculture	Remanufacturing	1
Energy	Remanufacturing	1
Bioplastics	Techno-economic analysis	1
Bioplastics	Material flow analysis	1
Lignocellulosic biomass	Wastewater	1
Machine learning	Reuse	1
Agriculture	Upcycling	1
Bioeconomy	Eco-design	1
Circular supply chain	Machine learning	1
Mechanical properties	bioactive compounds	1
Additive manufacturing	Adsorption	1
Adsorption	industrial ecology	1
Biogas	Heavy metals	1
Adsorption	Construction	1
Construction	Heavy metals	1
Digitalization	Nutrient recovery	1
Sustainable development goals	antioxidants	1
Electric vehicles	Literature review	1
Agriculture	Literature review	1
Literature review	Sewage sludge	1
Optimization	Valorization	1
Bioplastics	Municipal solid waste	1
Innovation	Literature review	1
Biodegradable	Textile waste	1
E-waste	Supply chain management	1
Biodegradable	Machine learning	1
Bioplastics	Eco-design	1
China	Supply chain management	1
Energy	Food supply chain	1
Agriculture	by-products	1
Anaerobic digestion	antioxidants	1
Literature review	Waste recycling	1
Additive manufacturing	Waste valorization	1
Construction and demolition waste	Industrial symbiosis	1
Machine learning	Resource recovery	1
Adsorption	Food supply chain	1
COVID-19	Machine learning	1
Food waste	Lithium-ion batteries	1
Bibliometric analysis	by-products	1
Techno-economic analysis	Textile waste	1
Lithium-ion batteries	Machine learning	1
Anaerobic digestion	Textile waste	1
Biogas	Textile waste	1
Textile waste	Waste valorization	1
Circular business models	Climate change	1
Adsorption	Bibliometric analysis	1
Adsorption	Sustainable development goals	1
Heavy metals	Sustainable development goals	1
Agriculture	Machine learning	1
COVID-19	Innovation	1
COVID-19	Textile waste	1
Innovation	Supply chain	1
Pyrolysis	Waste recycling	1
Circular supply chain	Textile waste	1
Circular business models	Sustainable development goals	1
3D printing	Carbon footprint	1
Biowaste	Microalgae	1
Heavy metals	Lithium-ion batteries	1
Bioeconomy	Biopolymers	1
Biopolymers	Food waste	1
Critical raw materials	Techno-economic analysis	1
Biodegradable	polyphenols	1
Food supply chain	Microalgae	1
Closed-loop supply chain	Greenhouse gas emissions	1
Eco-design	Pyrolysis	1
Electric vehicles	Pyrolysis	1
Remanufacturing	Textile waste	1
Critical raw materials	Energy	1
Energy	Supply chain	1
Supply chain	Techno-economic analysis	1
Construction	Pyrolysis	1
CO<sub>2</sub> emissions	Composting	1
Biomass	Bioplastics	1
Carbon footprint	Waste recycling	1
Bioplastics	Policy	1
Packaging	Policy	1
Sustainable development goals	Waste recycling	1
Mechanical properties	Resource efficiency	1
Product-service system	Renewable energy	1
3D printing	Waste management	1
Lignocellulosic biomass	Waste-to-energy	1
Agriculture	CO<sub>2</sub> emissions	1
Business model	Waste-to-energy	1
Sustainable development goals	Waste-to-energy	1
Business model	WEEE	1
Packaging	Valorization	1
Techno-economic analysis	polyphenols	1
Machine learning	Waste valorization	1
Reverse logistics	Wastewater	1
Business model	Reverse logistics	1
Food supply chain	Hydrogen	1
Chemical recycling	Reuse	1
Chemical recycling	Textile waste	1
Innovation	Upcycling	1
Sustainable development goals	Upcycling	1
Packaging	Waste valorization	1
Decision-making	E-waste	1
Circular business models	Textile waste	1
Chemical recycling	Mechanical properties	1
Carbon footprint	Composting	1
CO<sub>2</sub> emissions	European Union	1
Chemical recycling	Optimization	1
Machine learning	Pyrolysis	1
Municipal solid waste	SMEs	1
Bioplastics	Innovation	1
Agriculture	Critical raw materials	1
Critical raw materials	Waste recycling	1
Eco-design	Indicators	1
Biochar	polyphenols	1
Resource efficiency	Textile waste	1
Climate change	Techno-economic analysis	1
Biopolymers	Pyrolysis	1
Energy	Sustainable development goals	1
Climate change	Waste valorization	1
Electric vehicles	WEEE	1
3D printing	Food supply chain	1
Barriers	Sustainable development goals	1
Electric vehicles	Sustainable development goals	1
Indicators	Machine learning	1
Innovation	Optimization	1
Optimization	SMEs	1
Policy	WEEE	1
Bioenergy	Machine learning	1
Valorization	Wastewater treatment	1
Climate change	Waste recycling	1
Digitalization	Waste recycling	1
Agriculture	Valorization	1
Greenhouse gas emissions	Valorization	1
Industry 4.0	Wastewater treatment	1
Food supply chain	Wastewater treatment	1
Biodegradable	Waste	1
Hydrogen	Material flow analysis	1
Biofuels	industrial ecology	1
Decision-making	Energy	1
Decision-making	Recovery	1
Decision-making	SMEs	1
Textile waste	Wastewater	1
Sustainable development goals	bioactive compounds	1
Policy	Valorization	1
China	Circular business models	1
Bioplastics	Waste	1
European Union	Material flow analysis	1
E-waste	Wastewater treatment	1
Adsorption	Microalgae	1
Biogas	Plastic waste	1
Mechanical properties	Sewage sludge	1
Composting	European Union	1
European Union	Waste valorization	1
Climate change	Remanufacturing	1
European Union	Literature review	1
End-of-life	Heavy metals	1
Material flow analysis	Waste recycling	1
Literature review	Optimization	1
Hydrogen	Nutrient recovery	1
Chemical recycling	Remanufacturing	1
Additive manufacturing	Bioeconomy	1
Additive manufacturing	Wastewater	1
Biochar	Resource efficiency	1
E-waste	Sustainable development goals	1
Construction	Wastewater treatment	1
Bibliometric analysis	Textile waste	1
Literature review	Textile waste	1
Energy	Packaging	1
Closed-loop supply chain	Waste	1
Energy	bioactive compounds	1
Adsorption	Waste-to-energy	1
E-waste	Electric vehicles	1
Systematic literature review	Waste	1
Bibliometric analysis	Hydrogen	1
Bibliometric analysis	Packaging	1
End-of-life	Waste valorization	1
Agriculture	Biodegradable	1
Biodegradable	Food supply chain	1
Digitalization	European Union	1
Barriers	Lithium-ion batteries	1
Lithium-ion batteries	SMEs	1
3D printing	Packaging	1
Chemical recycling	Critical raw materials	1
Pyrolysis	industrial ecology	1
Climate change	Literature review	1
Biowaste	Sustainable development goals	1
Climate change	Sewage sludge	1
Innovation	Sewage sludge	1
Closed-loop supply chain	Eco-design	1
Additive manufacturing	Critical raw materials	1
3D printing	Valorization	1
Biomass	Lithium-ion batteries	1
European Union	Machine learning	1
Biomass	Packaging	1
Biomass	polyphenols	1
Packaging	polyphenols	1
Biomass	Mechanical properties	1
Additive manufacturing	Sustainable development goals	1
COVID-19	Lithium-ion batteries	1
Biopolymers	Valorization	1
Biowaste	Techno-economic analysis	1
Construction and demolition waste	Greenhouse gas emissions	1
Construction and demolition waste	Sewage sludge	1
Lignocellulosic biomass	Techno-economic analysis	1
Bibliometric analysis	Critical raw materials	1
Machine learning	Recovery	1
Bioplastics	Machine learning	1
Agriculture	Optimization	1
Optimization	Waste	1
Hydrogen	Renewable energy	1
Indicators	Packaging	1
Indicators	Reuse	1
Digitalization	Policy	1
Policy	SMEs	1
WEEE	Waste	1
COVID-19	Construction	1
Upcycling	bioactive compounds	1
Carbon footprint	Microalgae	1
Adsorption	Optimization	1
Additive manufacturing	Optimization	1
Mechanical properties	Optimization	1
Lithium-ion batteries	Optimization	1
Biochar	Plastic waste	1
Climate change	polyphenols	1
Recovery	Upcycling	1
Additive manufacturing	Bioenergy	1
Biodegradable	Bioenergy	1
European Union	Renewable energy	1
Chemical recycling	Reverse logistics	1
Microalgae	Recycling	1
Carbon footprint	Waste valorization	1
End-of-life	Policy	1
Supply chain management	Textile waste	1
Lithium-ion batteries	Resource efficiency	1
Lithium-ion batteries	Sustainable development goals	1
Carbon footprint	Food supply chain	1
Construction and demolition waste	Energy	1
Energy	Heavy metals	1
Biomass	Waste recycling	1
Innovation	Municipal solid waste	1
Upcycling	Valorization	1
Bibliometric analysis	Reverse logistics	1
Innovation	Machine learning	1
Machine learning	Policy	1
Nutrient recovery	Valorization	1
Optimization	polyphenols	1
3D printing	Circular business models	1
Additive manufacturing	Circular business models	1
COVID-19	Literature review	1
Decision-making	WEEE	1
Anaerobic digestion	Decision-making	1
Composting	Techno-economic analysis	1
Bioenergy	Circular business models	1
Biofuels	Circular business models	1
Supply chain	Sustainable development goals	1
Carbon footprint	Mechanical properties	1
Carbon footprint	WEEE	1
Biomass	Chemical recycling	1
Chemical recycling	Municipal solid waste	1
End-of-life	by-products	1
Indicators	SMEs	1
Biogas	Machine learning	1
Sustainable development goals	Techno-economic analysis	1
Anaerobic digestion	Carbon footprint	1
Carbon footprint	Renewable energy	1
Circular supply chain	Food supply chain	1
Additive manufacturing	Biomass	1
Recovery	Textile waste	1
Literature review	Systematic literature review	1
Textile waste	by-products	1
Biorefinery	Eco-design	1
Energy	Machine learning	1
End-of-life	Greenhouse gas emissions	1
Industrial symbiosis	Mechanical properties	1
E-waste	Pyrolysis	1
Adsorption	Lithium-ion batteries	1
Adsorption	Recycling	1
China	Critical raw materials	1
End-of-life	Lignocellulosic biomass	1
Bioenergy	Bioplastics	1
Bioplastics	bioactive compounds	1
Eco-design	Policy	1
Resource recovery	Systematic literature review	1
COVID-19	Reuse	1
Business model	End-of-life	1
Recovery	Remanufacturing	1
Biochar	Closed-loop supply chain	1
Closed-loop supply chain	Pyrolysis	1
Renewable energy	Textile waste	1
Lignocellulosic biomass	Supply chain	1
Construction	Food waste	1
Greenhouse gas emissions	WEEE	1
Policy	Supply chain	1
Decision-making	Literature review	1
CO<sub>2</sub> emissions	Carbon footprint	1
Bibliometric analysis	Wastewater treatment	1
Biowaste	Construction and demolition waste	1
Biowaste	European Union	1
Construction and demolition waste	European Union	1
Construction and demolition waste	Municipal solid waste	1
Critical raw materials	Remanufacturing	1
Agriculture	Techno-economic analysis	1
Anaerobic digestion	Plastic waste	1
Plastic waste	Wastewater treatment	1
Resource recovery	polyphenols	1
Adsorption	Construction and demolition waste	1
Construction and demolition waste	Heavy metals	1
Carbon footprint	Supply chain management	1
3D printing	Systematic literature review	1
Additive manufacturing	Systematic literature review	1
Agriculture	Business model	1
Machine learning	Material flow analysis	1
Reuse	polyphenols	1
Renewable energy	Upcycling	1
Chemical recycling	WEEE	1
Barriers	Digitalization	1
Critical raw materials	Digitalization	1
Food supply chain	Lignocellulosic biomass	1
Food waste	Mechanical properties	1
European Union	Industry 4.0	1
Electric vehicles	Recovery	1
Hydrogen	by-products	1
3D printing	Construction and demolition waste	1
Hydrogen	Recovery	1
Mechanical properties	Packaging	1
Climate change	Machine learning	1
Recovery	Renewable energy	1
Indicators	Recovery	1
Biowaste	Renewable energy	1
Machine learning	Wastewater treatment	1
Biochar	Machine learning	1
Municipal solid waste	Optimization	1
Construction and demolition waste	Digitalization	1
Adsorption	Industry 4.0	1
Agriculture	E-waste	1
3D printing	Construction	1
Additive manufacturing	Construction	1
Additive manufacturing	Lignocellulosic biomass	1
Material flow analysis	Systematic literature review	1
Barriers	Life cycle assessment	1
3D printing	Wastewater	1
Construction	Nutrient recovery	1
