keyword,canonical_form,cluster_id,freq
Low-cost feedstock,Low-cost feedstock,Low-cost feedstock,2
Wine industry,Wine industry,Wine industry,10
Existing buildings,Existing buildings,Existing buildings,3
Green retrofitting,Green retrofitting,Green retrofitting,2
Exotic fruits,Exotic fruits,Exotic fruits,1
Food insecurity,Food security,Food security,81
International market,International market,International market,2
"Circular economy, mineral wastes","Circular economy, mineral wastes","Circular economy, mineral wastes",1
strategic collective system building,strategic collective system building,strategic collective system building,1
Polysilicon photovoltaic,Polysilicon photovoltaic,Polysilicon photovoltaic,1
Municipal waste collection,Municipal waste collection,Municipal waste collection,2
Rare earth elements (REEs),Rare earth elements,Rare earth elements,93
Mycelium-based composite (MBC),Mycelium-based composite (MBC),Mycelium-based composite (MBC),1
Alternative aggregate,Alternative protein,Alternative protein,72
High-performance concrete,High-performance concrete,High-performance concrete,1
"Life cycle assessment, Compressive strength","Life cycle assessment, Compressive strength","Life cycle assessment, Compressive strength",1
Phosphate mine waste rock,Phosphate mine waste rock,Phosphate mine waste rock,6
marine biodiversity (SDG14),marine biodiversity (SDG14),marine biodiversity (SDG14),1
sustainable development goals (SDGs),Sustainability,Sustainability,5297
waste production models (SDG12),waste production models (SDG12),waste production models (SDG12),1
waste reporting cycle,waste reporting cycle,waste reporting cycle,1
Green deal challenges,Green deal challenges,Green deal challenges,1
Western Balkan,Western Balkan,Western Balkan,1
circular economy transformation,circular economy transformation,circular economy transformation,2
dynamic capability,Dynamic capabilities,Dynamic capabilities,53
microfoundation,microfoundation,microfoundation,3
social-ecological system,Social-ecological system,Social-ecological system,3
Democratic economic planning,Democratic economic planning,Democratic economic planning,1
Aerosol,Aerosol,Aerosol,2
Carbon monoxide,carbon monoxide,carbon monoxide,3
Dimethyl terephthalate,Dimethyl terephthalate,Dimethyl terephthalate,1
Backfire effect,Backfire effect,Backfire effect,1
Farm cooperation,Farm cooperation,Farm cooperation,1
Nitrogen cycle,Nitrogen cycle,Nitrogen cycle,4
Technological innovations,Technological innovation,Technological innovation,38
building performance gap,building performance gap,building performance gap,1
Metals precipitation,Metals precipitation,Metals precipitation,1
AIS,AIS,AIS,1
Spatial Planning,spatial planning,spatial planning,10
XSP,XSP,XSP,1
business education,Business education,Business education,2
ecoliteracy,Ecoliteracy,Ecoliteracy,2
ecopedagogy,ecopedagogy,ecopedagogy,3
Sistematic literature review,Sistematic literature review,Sistematic literature review,1
Non-toxic wastewater,Non-toxic wastewater,Non-toxic wastewater,1
artificial neural network,Artificial neural network,Artificial neural network,28
green servitization,green servitization,green servitization,2
sustainable performance,Sustainability,Sustainability,5297
3DP optimization,3DP optimization,3DP optimization,1
Recycled polymers,Recycling,Recycling,1899
Three-dimensional printing (3DP),Three-dimensional printing (3DP),Three-dimensional printing (3DP),1
attribution theory,attribution theory,attribution theory,1
circular food and beverage packaging,circular food and beverage packaging,circular food and beverage packaging,1
consumer perception,consumer perception,consumer perception,20
core self-evaluation,core self-evaluation,core self-evaluation,1
greenwashing,greenwashing,greenwashing,17
wishcycling,wishcycling,wishcycling,1
Future vision,Future vision,Future vision,1
mathematical model,mathematical model,mathematical model,8
parameter calibration,parameter calibration,parameter calibration,1
virtual prototype,virtual prototype,virtual prototype,1
Green garment industry,Green garment industry,Green garment industry,1
Natural resource based view theory,Natural resource based view theory,Natural resource based view theory,1
Sustainable supply chain management practices,Sustainable supply chain management practices,Sustainable supply chain management practices,1
Childcare products,Childcare products,Childcare products,1
Stockholm Convention,Stockholm convention,Stockholm convention,2
Toys,Toys,Toys,3
"Government support, Organizational culture, Eco-innovation, Circular economy","Government support, Organizational culture, Eco-innovation, Circular economy","Government support, Organizational culture, Eco-innovation, Circular economy",1
"Sustainable performance, Manufacturing industry, Pakistan","Sustainable performance, Manufacturing industry, Pakistan","Sustainable performance, Manufacturing industry, Pakistan",1
high-density polyethylene,high-density polyethylene,high-density polyethylene,12
lifecycle assessment,Life cycle assessment,Life cycle assessment,1021
adaptive capacity,adaptive capacity,adaptive capacity,2
entrepreneurial orientation,Entrepreneurial orientation,Entrepreneurial orientation,6
pro-sustainable environment,pro-sustainable environment,pro-sustainable environment,1
Hydrochloric acid,Hydrochloric acid,Hydrochloric acid,3
Nitric acid,Nitric acid,Nitric acid,1
Phosphogypsum (PG),Phosphogypsum,Phosphogypsum,20
Radiological risk assessment,Radiological risk assessment,Radiological risk assessment,3
Barley brans,Barley brans,Barley brans,1
Heath benefits,Heath benefits,Heath benefits,1
3D-printing resin,3D-printing resin,3D-printing resin,1
digital light processing,digital light processing,digital light processing,2
Flexible management,Flexible management,Flexible management,1
Nonparametric efficiency,Nonparametric efficiency,Nonparametric efficiency,1
Dehydration kinetic,Dehydration kinetic,Dehydration kinetic,1
Sorption isotherms,Sorption isotherms,Sorption isotherms,1
AI technologies,AI technologies,AI technologies,1
Regional economic development,Regional economic development,Regional economic development,1
Degree of reaction,Degree of reaction,Degree of reaction,1
Prediction,Prediction,Prediction,9
Juice clarification,Juice clarification,Juice clarification,1
Microbial enzyme,Microbial enzymes,Microbial enzymes,2
Pectinase market,Pectinase market,Pectinase market,1
Polygalacturonase,Polygalacturonase,Polygalacturonase,1
Liquid scintillation counting,Liquid scintillation counting,Liquid scintillation counting,1
Radio tracing,Radio tracing,Radio tracing,1
Radiolabeling,Radiolabeling,Radiolabeling,1
Saline wastewater,Saline wastewater,Saline wastewater,2
End of life (EOL) product,End of life (EOL) product,End of life (EOL) product,1
Reuse efficiency index (REI),Reuse efficiency index (REI),Reuse efficiency index (REI),1
Reuse strategy,Reuse strategy,Reuse strategy,2
The digital platform,The digital platform,The digital platform,1
AHP analysis,AHP analysis,AHP analysis,1
Decision analysis,Decision analysis,Decision analysis,1
IEA scenarios,IEA scenarios,IEA scenarios,1
Mineral supply chain,Mineral supply chain,Mineral supply chain,1
Cellulose acetate,Cellulose acetate,Cellulose acetate,8
Colored bioactive textiles,Colored bioactive textiles,Colored bioactive textiles,1
Walnut green husks,Walnut green husks,Walnut green husks,1
Biochar carbon removal,Biochar carbon removal,Biochar carbon removal,1
Carbon dioxide removal,Carbon dioxide,Carbon dioxide,95
Environmental packaging design,Environmental packaging design,Environmental packaging design,1
Packaging professional,Packaging professional,Packaging professional,1
Qualitative interview,Qualitative interviews,Qualitative interviews,3
favourable evaluation,favourable evaluation,favourable evaluation,1
levelized cost of storage,levelized cost of storage,levelized cost of storage,1
prospective life cycle assessment,Prospective life cycle assessment,Prospective life cycle assessment,4
repurposing,Repurposing,Repurposing,34
second-life battery,second-life battery,second-life battery,10
landfill taxes,Landfill,Landfill,94
Mixed polyethylene,Mixed polyethylene,Mixed polyethylene,2
Wax production,Wax production,Wax production,1
Moran index,Moran index,Moran index,1
Spatial spillover effect,Spatial spillover effect,Spatial spillover effect,3
compose indicators,compose indicators,compose indicators,1
drivers of circularity,drivers of circularity,drivers of circularity,1
panel data,Panel data,Panel data,20
Electrooxidation,Electro-oxidation,Electro-oxidation,5
Hybrid water electrolysis,Hybrid water electrolysis,Hybrid water electrolysis,2
Bosnia and Herzegovina,Bosnia and Herzegovina,Bosnia and Herzegovina,1
Plastic and microplastic waste,Plastic and microplastic waste,Plastic and microplastic waste,1
Policy and governance,Policy and governance,Policy and governance,2
Republic of Serbia,Republic of Serbia,Republic of Serbia,2
Air pore,Air pore,Air pore,1
Copper tailings,Copper tailings,Copper tailings,1
Siliceous material,Siliceous material,Siliceous material,1
Tobermorite,Tobermorite,Tobermorite,1
Business–government relations,Business–government relations,Business–government relations,1
Green Challenges,Green Challenges,Green Challenges,1
Multinational enterprises,Multinational enterprises,Multinational enterprises,1
4D printing,3D printing,3D printing,128
shape memory,shape memory,shape memory,3
circular,Circular economy,Circular economy,14811
systematic science mapping,systematic science mapping,systematic science mapping,1
Endogenous return,Endogenous return,Endogenous return,2
Semiconductor industry,Semiconductor industry,Semiconductor industry,2
Refractory waste,Refractory,Refractory,5
Tundish deskulling waste,Tundish deskulling waste,Tundish deskulling waste,2
MFC cathode chamber,MFC cathode chamber,MFC cathode chamber,1
wastewater treatment and clean energy,wastewater treatment and clean energy,wastewater treatment and clean energy,1
additives,Additives,Additives,25
energy integration,Energy integration,Energy integration,2
hybrid biogas systems,hybrid biogas systems,hybrid biogas systems,1
integration of renewable energy sources,integration of renewable energy sources,integration of renewable energy sources,1
building stock model,building stock model,building stock model,2
carbon reduction strategy,carbon reduction strategy,carbon reduction strategy,1
prospective life cycle assessment (LCA),prospective life cycle assessment (LCA),prospective life cycle assessment (LCA),2
Generative AI,Generative AI,Generative AI,2
Innovation and Infrastructure,Innovation and Infrastructure,Innovation and Infrastructure,1
Smart Production,Smart production,Smart production,2
Accuracy index,Accuracy index,Accuracy index,1
Electric discharge machining,Electric discharge machining,Electric discharge machining,1
Electrode wear rate,Electrode wear rate,Electrode wear rate,1
Inconel 718,Inconel 718,Inconel 718,3
Material removal rate,Material removal rate,Material removal rate,1
hydroponics,Hydroponics,Hydroponics,30
nitrogen deficiency,nitrogen deficiency,nitrogen deficiency,1
protein hydrolysate,Protein hydrolysate,Protein hydrolysate,18
Atmospheric pressure plasma,Atmospheric pressure plasma,Atmospheric pressure plasma,1
Lignosulfonate,Lignosulfonate,Lignosulfonate,4
Screen-printing,Screen-printing,Screen-printing,1
Self-activation,Self-activation,Self-activation,1
Antifouling,Antifouling,Antifouling,4
Deionization,Deionization,Deionization,1
Green membrane,Green membrane,Green membrane,2
Crude protease enzyme,Crude protease enzyme,Crude protease enzyme,1
Malabar spinach,Malabar spinach,Malabar spinach,1
Plant growth promoter,plant growth promotion,plant growth promotion,7
Tannery solid waste,Tannery waste,Tannery waste,14
Charring rate,Charring rate,Charring rate,1
Fire safety,Fire safety,Fire safety,2
Non-destructive testing,Non-destructive testing,Non-destructive testing,6
Structural timber,Structural timber,Structural timber,1
Sustainability applications,Sustainability applications,Sustainability applications,1
Sustainability origins,Sustainability origins,Sustainability origins,1
Sustainability philosophies,Sustainability philosophies,Sustainability philosophies,1
CO<sub>2</sub> emissions reduction,CO<sub>2</sub> emissions reduction,CO<sub>2</sub> emissions reduction,1
Stock turnover model,Stock turnover model,Stock turnover model,1
Hydrothermal treatment,Hydrothermal treatment,Hydrothermal treatment,10
Metal-free catalyst,Metal-free catalyst,Metal-free catalyst,2
OER catalyst,OER catalyst,OER catalyst,1
Synthesized materials characterization,Synthesized materials characterization,Synthesized materials characterization,1
Water splitting process optimization,Water splitting process optimization,Water splitting process optimization,1
ecology of practices,ecology of practices,ecology of practices,1
futures,Future,Future,3
sociology of expectations,sociology of expectations,sociology of expectations,1
Comments’ classification,Comments’ classification,Comments’ classification,1
LDA,LDA,LDA,2
Model visualisation,Model visualisation,Model visualisation,1
Dual-channel supply chain,Dual-channel supply chain,Dual-channel supply chain,1
k-means clustering,K-means clustering,K-means clustering,3
Consumers behavior,Consumers behavior,Consumers behavior,1
hybrid method,hybrid method,hybrid method,1
Kendall's W,Kendall's W,Kendall's W,1
smart circularity performances,smart circularity performances,smart circularity performances,1
smart circularity practices,smart circularity practices,smart circularity practices,1
Sustainable urban typologies,Sustainable urban typologies,Sustainable urban typologies,1
dynamic material flows and stocks,dynamic material flows and stocks,dynamic material flows and stocks,1
societal metabolism,Social metabolism,Social metabolism,12
CO<sub>2</sub>-based fuels,CO<sub>2</sub>-based fuels,CO<sub>2</sub>-based fuels,2
E-fuels,E-fuels,E-fuels,3
Production step perception,Production step perception,Production step perception,1
Technology acceptance,Technology acceptance,Technology acceptance,3
Sustainablity,Sustainablity,Sustainablity,1
Environmentally functional material,Environmentally functional material,Environmentally functional material,1
Iron-rich industrial waste,Iron-rich industrial waste,Iron-rich industrial waste,1
Domestic investment,Domestic investment,Domestic investment,1
Lean project delivery system,Lean project delivery system,Lean project delivery system,1
Chemical depolymerization,Chemical depolymerization,Chemical depolymerization,3
Materials sustainability,Materials sustainability,Materials sustainability,3
C:N ratio,C:N ratio,C:N ratio,1
Soil inorganic carbon,Soil inorganic carbon,Soil inorganic carbon,1
Total Kjeldahl nitrogen,Total Kjeldahl nitrogen,Total Kjeldahl nitrogen,1
Azo dye mixture,Azo dye mixture,Azo dye mixture,1
B. adusta,B. adusta,B. adusta,1
Lignocellulosic support,Lignocellulosic support,Lignocellulosic support,1
White rot fungi,White-rot fungi,White-rot fungi,5
Nongovernmental organizations (NGOs),Nongovernmental organizations (NGOs),Nongovernmental organizations (NGOs),2
Sub-Saharan Africa,Sub-Saharan Africa,Sub-Saharan Africa,9
Banana pseudostem fiber,Banana pseudostem fiber,Banana pseudostem fiber,1
Ecological innovation capabilities,Ecological innovation capabilities,Ecological innovation capabilities,1
Ecological modernization theory (EMT),Ecological modernization theory (EMT),Ecological modernization theory (EMT),1
Barriers to transitions,Barriers to transitions,Barriers to transitions,1
Enablers to transition,Enablers to transition,Enablers to transition,1
Southeast Asia,South-East Asia,South-East Asia,4
Agricultural practices,Agricultural practices,Agricultural practices,1
Bone char,Bone char,Bone char,6
Phosphorus dynamics,Phosphorus dynamics,Phosphorus dynamics,1
Antibacterial peptides,Antibacterial peptides,Antibacterial peptides,1
Antifungal peptides,Antifungal peptides,Antifungal peptides,1
Milk proteins,Milk proteins,Milk proteins,2
White wastewater,White wastewater,White wastewater,1
Council directive 86/278/EEC,Council directive 86/278/EEC,Council directive 86/278/EEC,1
Critical strategic and precious element utilization,Critical strategic and precious element utilization,Critical strategic and precious element utilization,1
Sewage sludge utilization,Sewage sludge utilization,Sewage sludge utilization,1
Valuable element recovery,Valuable element recovery,Valuable element recovery,1
alkaline pretreatment,Alkaline pretreatment,Alkaline pretreatment,2
Agri-food waste management,Agri-food waste management,Agri-food waste management,1
Enzymatic valorization,Enzymatic valorization,Enzymatic valorization,1
Protein transition,Protein transition,Protein transition,2
Multi-criteria-decision-making,Multi-criteria decision analysis,Multi-criteria decision analysis,111
Sustainable biofuel,Sustainability,Sustainability,5297
Benefit evaluation,Benefit evaluation,Benefit evaluation,1
landfill mining,Landfill,Landfill,94
Hardened properties,Hardened properties,Hardened properties,3
Human hair fiber,Human hair fiber,Human hair fiber,2
Millet husk ash,Millet husk ash,Millet husk ash,1
RSM modeling and optimization,RSM modeling and optimization,RSM modeling and optimization,1
Copper slag upcycling,Copper slag upcycling,Copper slag upcycling,1
Iron oxide,Iron oxides,Iron oxides,6
Lactic acid production,Lactic acid production,Lactic acid production,3
Sugar conversion,Sugar conversion,Sugar conversion,2
TiO<sub>2</sub> composite,TiO<sub>2</sub> composite,TiO<sub>2</sub> composite,1
theoretical framework,Theoretical framework,Theoretical framework,5
Circular economy performance index,Circular economy,Circular economy,14811
Comprehensive evaluation framework,Comprehensive evaluation framework,Comprehensive evaluation framework,1
Pallet waste management,Pallet waste management,Pallet waste management,1
blind number theory,blind number theory,blind number theory,1
cloud model,cloud model,cloud model,2
DEMATEL-ISM,DEMATEL,DEMATEL,44
sustainable quality management practices,sustainable quality management practices,sustainable quality management practices,1
Data traceability,Data traceability,Data traceability,1
Just transition,Just transition,Just transition,19
Justness tensions,Justness tensions,Justness tensions,1
Molybdenum sulphide,Molybdenum sulphide,Molybdenum sulphide,1
calorific values,Calorific value,Calorific value,7
frass,Frass,Frass,15
Co-pyrolysis-gasification,Co-pyrolysis-gasification,Co-pyrolysis-gasification,1
Forest circular economy,Forest circular economy,Forest circular economy,1
Forest industry,forest industry,forest industry,3
GRI,GRI,GRI,5
Inherited furniture,Inherited furniture,Inherited furniture,1
Interior decoration,Interior decoration,Interior decoration,1
Recycled furniture,Recycled furniture,Recycled furniture,1
Young adults,Young adults,Young adults,5
Coastal areas,Coastal areas,Coastal areas,2
EU adaptation preparedness scorecard,EU adaptation preparedness scorecard,EU adaptation preparedness scorecard,1
Monitoring & evaluating climate adaptation measures,Monitoring & evaluating climate adaptation measures,Monitoring & evaluating climate adaptation measures,1
Gelling agent,Gelling agent,Gelling agent,1
Agro-residue biofuels,Agro-residue biofuels,Agro-residue biofuels,1
Net energy ratio,Net energy ratio,Net energy ratio,1
Coastal wastewater,Coastal wastewater,Coastal wastewater,1
Interactive effect,Interactive effect,Interactive effect,1
Sequencing batch reactor,Sequencing batch reactor,Sequencing batch reactor,5
Stress intensity,Stress intensity,Stress intensity,1
Corn residue,Corn residue,Corn residue,1
PM<sub>2.5</sub>,PM<sub>2.5</sub>,PM<sub>2.5</sub>,1
Sugarcane leaves,Sugarcane leaves,Sugarcane leaves,1
Biophenols-based products,Biophenols-based products,Biophenols-based products,1
Fermentation technology,Fermentation technology,Fermentation technology,1
Lesser mealworm,lesser mealworm,lesser mealworm,2
global,global,global,2
lightweight design,Lightweight aggregate,Lightweight aggregate,35
stock–flow analysis,stock–flow analysis,stock–flow analysis,1
wooden buildings,wooden buildings,wooden buildings,1
Partial least squares (PLS),Partial least squares (PLS),Partial least squares (PLS),2
Structural equation model (SEM),Structural equation model (SEM),Structural equation model (SEM),1
Actino-synthesized ZnO-NPs,Actino-synthesized ZnO-NPs,Actino-synthesized ZnO-NPs,1
Recycle PET/C fibrous waste,Recycle PET/C fibrous waste,Recycle PET/C fibrous waste,1
Ultraviolet protection,Ultraviolet protection,Ultraviolet protection,1
Clay Soil Stabilization,Clay Soil Stabilization,Clay Soil Stabilization,2
Polythene Terephthalate (PET),Polythene Terephthalate (PET),Polythene Terephthalate (PET),1
Sustainable Technology,Sustainability,Sustainability,5297
Unconfined Comprehensive Strength (UCS),Unconfined Comprehensive Strength (UCS),Unconfined Comprehensive Strength (UCS),1
Waste Recycled Glass Powder (RGP),Waste Recycled Glass Powder (RGP),Waste Recycled Glass Powder (RGP),1
Sustainable energy technologies,Sustainable energy technologies,Sustainable energy technologies,1
Straw-to-fuel,Straw-to-fuel,Straw-to-fuel,1
Straw-to-material,Straw-to-material,Straw-to-material,1
circular intrapreneurship,circular intrapreneurship,circular intrapreneurship,1
market failures,market failures,market failures,4
split incentive problem,split incentive problem,split incentive problem,2
G-C<sub>3</sub>N<sub>4</sub>,G-C<sub>3</sub>N<sub>4</sub>,G-C<sub>3</sub>N<sub>4</sub>,1
Nanosheets,Nanosheets,Nanosheets,2
Photocatalytic antibacterial,Photocatalytic antibacterial,Photocatalytic antibacterial,1
Pork,Pork,Pork,1
Decision-making trial and evaluation laboratory method,Decision-making trial and evaluation laboratory method,Decision-making trial and evaluation laboratory method,1
Glass manufacturing industry,Glass manufacturing industry,Glass manufacturing industry,1
Pythagorean fuzzy theory,Pythagorean fuzzy theory,Pythagorean fuzzy theory,1
fine aggregate,fine aggregate,fine aggregate,2
workability,workability,workability,6
developmental culture,developmental culture,developmental culture,1
multivariate optimization,multivariate optimization,multivariate optimization,3
solid-phase microextraction,solid-phase microextraction,solid-phase microextraction,1
Application prospects,Application prospects,Application prospects,1
Pre-concentration,Preconcentration,Preconcentration,3
Task and motion planning,Task and motion planning,Task and motion planning,1
alumina,Aluminum,Aluminum,23
agribusiness,Agribusiness,Agribusiness,6
Agro 4.0,Agro 4.0,Agro 4.0,1
agro-waste,Food supply chain,Food supply chain,212
Carménère,Carménère,Carménère,1
Grape,Graphene,Graphene,27
Latent dirichlet allocation (LDA),Latent dirichlet allocation (LDA),Latent dirichlet allocation (LDA),2
Food labelling,Food labelling,Food labelling,1
Fruit juice,Fruit juice,Fruit juice,3
Brewer's spent yeast (BSY),Brewer's spent yeast (BSY),Brewer's spent yeast (BSY),1
Brewery wastes,Brewery wastewater,Brewery wastewater,9
R10 process,R10 process,R10 process,1
Soil fertilisation,Soil fertilisation,Soil fertilisation,1
Crop residue burning,Crop residue burning,Crop residue burning,1
In-situ management,In-situ management,In-situ management,1
Second-generation fuels,Second-generation fuels,Second-generation fuels,1
Sankey graph,Sankey graph,Sankey graph,1
CO<sub>2</sub> capture scale-up,CO<sub>2</sub> capture scale-up,CO<sub>2</sub> capture scale-up,1
Geological sequestration,Geological sequestration,Geological sequestration,1
Lean value,Lean value,Lean value,1
Maturity assessment,Maturity assessment,Maturity assessment,3
R-frameworks,R-frameworks,R-frameworks,1
ReX,REX,REX,2
Development level,Development level,Development level,1
Gaussian function,Gaussian function,Gaussian function,1
K-nearest neighbor,K-nearest neighbors,K-nearest neighbors,2
Life-cycle approach,Life cycle approach,Life cycle approach,7
Electricity production technologies,Electricity production technologies,Electricity production technologies,1
Sustainable value chain management,Sustainable value chain management,Sustainable value chain management,1
Food and beverage industry,Food and beverage industry,Food and beverage industry,3
Environmental behaviour,Environmental sustainability,Environmental sustainability,1324
Opinion,Opinion,Opinion,2
Antibacterial and antioxidant activity,Antibacterial and antioxidant activity,Antibacterial and antioxidant activity,1
Chronic wounds,Chronic wounds,Chronic wounds,1
Grape pomace extracts,Grape pomace extracts,Grape pomace extracts,3
Microplastic (MP),Microplastic (MP),Microplastic (MP),1
Parasite count,Parasite count,Parasite count,1
Artificial neural networks (ANN),Artificial neural network,Artificial neural network,28
Concrete pavements,Concrete pavement,Concrete pavement,3
Genetic algorithms (GA),Genetic algorithms (GA),Genetic algorithms (GA),1
Nano graphene oxide (GO),Nano graphene oxide (GO),Nano graphene oxide (GO),1
Particle swarm optimization (PSO),Particle swarm optimisation,Particle swarm optimisation,4
Cause-effect relationship,Cause-effect relationship,Cause-effect relationship,1
Debris waste,Debris waste,Debris waste,1
Earthquakes,Earthquakes,Earthquakes,1
Conductive material,Conductive materials,Conductive materials,2
Microbial culture,Microbial culture,Microbial culture,1
Alkali activated composites,Alkali-activated composites,Alkali-activated composites,2
PET flakes,PET flakes,PET flakes,1
manufacturers,Remanufacturing,Remanufacturing,352
Biogas generation,Biogas generation,Biogas generation,2
Pythagorean Fuzzy AHP,Pythagorean fuzzy AHP,Pythagorean fuzzy AHP,12
Pythagorean Fuzzy CoCoSo,Pythagorean fuzzy AHP,Pythagorean fuzzy AHP,12
Kinetic,Kinetics,Kinetics,61
Photo fenton,Photo fenton,Photo fenton,3
Sicomet green,Sicomet green,Sicomet green,1
ONE HEALTH,One Health,One Health,13
Anion exchange,Anion exchange,Anion exchange,1
Layered double hydroxide (LDH),Layered double hydroxide (LDH),Layered double hydroxide (LDH),1
Phosphorus fertilisers,Phosphorus fertilisers,Phosphorus fertilisers,1
Soil minerals,Soil minerals,Soil minerals,1
Weathered soils,Weathered soils,Weathered soils,1
Composite structures,composite structures,composite structures,4
Machine Learning,Machine learning,Machine learning,150
Cost estimations,Cost estimation,Cost estimation,4
End-of-life electric vehicle batteries,End-of-life electric vehicle batteries,End-of-life electric vehicle batteries,1
Managing electric vehicle batteries,Managing electric vehicle batteries,Managing electric vehicle batteries,1
Waste pollution,Waste pollution,Waste pollution,1
Isoconversional methods,Isoconversional methods,Isoconversional methods,2
catalytic pyrolysis,Catalytic pyrolysis,Catalytic pyrolysis,26
micro-pyrolysis,micro-pyrolysis,micro-pyrolysis,1
mixed plastic waste,Mixed plastic waste,Mixed plastic waste,5
zeolites,Zeolite,Zeolite,45
Citation analysis,Citation analysis,Citation analysis,4
Flow vergence model,Flow vergence model,Flow vergence model,1
SDG network,SDG network,SDG network,1
empirical modeling,empirical modeling,empirical modeling,1
Green dentistry,Green dentistry,Green dentistry,2
environmental changes,environmental changes,environmental changes,1
textile–clothing–leather–footwear (TCLF),textile–clothing–leather–footwear (TCLF),textile–clothing–leather–footwear (TCLF),1
Freshwater sludge (FS),Freshwater sludge (FS),Freshwater sludge (FS),1
And Sustainability,And Sustainability,And Sustainability,2
Tapioca Industry,Tapioca Industry,Tapioca Industry,1
Aluminium recycling,Aluminium recycling,Aluminium recycling,1
Aluminium scraps,Aluminium scraps,Aluminium scraps,2
DEM,DEM,DEM,3
Scrap sorting technology,Scrap sorting technology,Scrap sorting technology,1
Virtual experiment model,Virtual experiment model,Virtual experiment model,1
Healthcare waste management,Healthcare waste management,Healthcare waste management,4
Hospital waste management,Hospital waste management,Hospital waste management,1
Waste disposal methods,Waste disposal methods,Waste disposal methods,1
physicochemical characteristics,physicochemical characteristics,physicochemical characteristics,6
resource recovery potential,resource recovery potential,resource recovery potential,2
Vending,Vending,Vending,1
Microbial communities,Microbial community,Microbial community,30
Mycobiome,Mycobiome,Mycobiome,1
Hyperparameter optimisation,Hyperparameter optimisation,Hyperparameter optimisation,2
Pulic attention,Pulic attention,Pulic attention,1
Material Substitution,Material substitution,Material substitution,3
Personal care industry,Personal care industry,Personal care industry,1
Plastic Packaging,Plastic packaging,Plastic packaging,55
"Fecal slag, Percolate recirculation, Nano-zero valent iron","Fecal slag, Percolate recirculation, Nano-zero valent iron","Fecal slag, Percolate recirculation, Nano-zero valent iron",1
High-solid anaerobic digestion,High-solid anaerobic digestion,High-solid anaerobic digestion,1
Toilet revolution,Toilet revolution,Toilet revolution,1
Steam gasification,Waste classification,Waste classification,15
fresh produce,fresh produce,fresh produce,1
packaging-free,packaging-free,packaging-free,1
policy coherence,Policy coherence,Policy coherence,6
Carbon-fibre reinforced polymers (CFRPs),Carbon-fibre reinforced polymers (CFRPs),Carbon-fibre reinforced polymers (CFRPs),1
Electrical properties,electrical properties,electrical properties,3
Thermoplastic resin,thermoplastics,thermoplastics,23
Membrane hybrid system,Membrane hybrid system,Membrane hybrid system,1
Biodegradable chelator,Biodegradable chelator,Biodegradable chelator,1
age management,age management,age management,1
cluster analysis,Cluster analysis,Cluster analysis,25
gravity model,gravity model,gravity model,2
inconsistent pairwise comparisons,inconsistent pairwise comparisons,inconsistent pairwise comparisons,1
internal migration,internal migration,internal migration,1
investor sentiment,investor sentiment,investor sentiment,1
maritime transport,maritime transport,maritime transport,2
multi-criteria decision-making,Multi-criteria decision analysis,Multi-criteria decision analysis,111
semiparametric spatial autoregression,semiparametric spatial autoregression,semiparametric spatial autoregression,1
Clean environment,Cleaner environment,Cleaner environment,5
Green entrepreneurship,green entrepreneurship,green entrepreneurship,6
Green policy,Green policy,Green policy,5
Togo,Togo,Togo,2
Antioxidant films,antioxidants,antioxidants,128
Avocado seed,Avocado seed,Avocado seed,3
UV-blocking,UV-blocking,UV-blocking,1
Circular Economic,Circular economy,Circular economy,14811
Life-cycle Assessment,Life cycle assessment,Life cycle assessment,1021
Power Generation,Power generation,Power generation,8
Techno-economic Analysis,Techno-economic analysis,Techno-economic analysis,132
adaptive evolution,adaptive evolution,adaptive evolution,1
oil palm empty fruit bunch,Oil palm empty fruit bunch,Oil palm empty fruit bunch,3
Waste to energy (WTE),Waste-to-energy,Waste-to-energy,223
Spare parts,spare parts,spare parts,6
Response surface method,Response surface methodology,Response surface methodology,64
Fashion Industry,Fashion industry,Fashion industry,39
Aqueous phase,Aqueous phase,Aqueous phase,2
Fatty acid and phosphorus recovery,Fatty acid and phosphorus recovery,Fatty acid and phosphorus recovery,1
Green nano textile,Green nano textile,Green nano textile,1
Smart textiles,smart textiles,smart textiles,5
62 Statistics,62 Statistics,62 Statistics,1
Person-based analysis,Person-based analysis,Person-based analysis,1
Unfolding,Unfolding,Unfolding,1
Plant based,Plant based,Plant based,2
Carbon footprints,Carbon footprint,Carbon footprint,130
Himalayan fruits,Himalayan fruits,Himalayan fruits,1
Nutraceutical potential,Nutraceutical potential,Nutraceutical potential,1
Agro-industrial by-products’ valorization,Agro-industrial by-products’ valorization,Agro-industrial by-products’ valorization,1
Pleurotus ostreatus,Pleurotus ostreatus,Pleurotus ostreatus,7
Protein enrichment,protein enrichment,protein enrichment,3
Gluconic acid,Gluconic acid,Gluconic acid,1
Glucose dehydrogenase,Glucose dehydrogenase,Glucose dehydrogenase,1
Komagataeibacter xylinus,Komagataeibacter xylinus,Komagataeibacter xylinus,1
Personal factors,Personal factors,Personal factors,1
Promotional factors,Promotional factors,Promotional factors,1
Sustainable wardrobe,Sustainable wardrobe,Sustainable wardrobe,1
ALP gene,ALP gene,ALP gene,1
Bacillusspp,Bacillus,Bacillus,10
Coated DAP,Coated DAP,Coated DAP,1
P release pattern,P release pattern,P release pattern,1
