keyword,frequency
poultry litter,1
Carbohydrate content,1
Feeding experiments,1
Nutrient requirement,1
Variable performance,1
Protective Clothing,1
Bacterial reduction,1
Traffic signals,1
Vehicle to infrastructure,1
Cognitive levels,1
Decision information,1
Decision problems,1
Information reliability,1
Glass plants,1
Macros,1
Cleaning technology,1
Future innovations,1
Heuristic evaluation,1
Medieval,1
Ruspolia (katydid),1
Tettigoniidae,1
Developmental models,1
Effective mechanisms,1
Returns to scale,1
Time-consuming tasks,1
Spray-dried powders,1
Total amino acids,1
Current transformation,1
Gas separation systems,1
Industrial gas separation,1
Industrial infrastructure,1
Bioactive products,1
Aguascalientes,1
Structures (built objects),1
Historic centres,1
Mass transit systems,1
Population data,1
Sodium Dodecyl Sulfate,1
Vibrio fischeri,1
dodecyl sulfate,1
sodium lauryl ether sulphate,1
tunneling,1
environmental compatibility,1
Italian consumers,1
Ordered logit,1
Migration process,1
non renewable energy,1
Glass separation,1
Technological lines,1
Winter road maintenance,1
Active substance,1
NIA,1
Morphological characterization,1
Operational stability,1
Templated mesoporous silicas,1
Degree of polymerization,1
Degrees of polymerizations,1
Incomplete data,1
Accelerated aging test,1
Forest restoration,1
Optical and mechanical properties,1
Selection of materials,1
cutlery,1
plastic bag,1
plastic cup,1
Hierarchical data,1
Multi-level logistics,1
Sub-optimal performance,1
Construction approaches,1
lignosulfonate,1
Fermentation inhibitors,1
Fermentation yields,1
Olive oil production,1
Saccharification enzymes,1
Social optimizations,1
Information gap,1
Assembly technology,1
Robust optimization models,1
Air Conditioning,1
Chemical decomposition,1
Gold ore treatment,1
Adaptive evolution,1
Artificial intelligence tools,1
Metabolic capabilities,1
Technical evolution,1
Filtration cycles,1
Hollow fiber membranes,1
Internal coatings,1
Precursor concentration,1
Self-cleaning properties,1
Separation of components,1
Energy consumption and cost,1
Pavement technology,1
State of the practice,1
Bio-based components,1
Target setting,1
Resin regenerations,1
Simultaneous separation,1
Spent acid,1
Growth potential,1
plant life cycle stage,1
Latino people,1
Constructed assets,1
Data model requirements,1
Industry Foundation Classes - IFC,1
Operational phase,1
Performance monitoring,1
Co-opetition,1
Token,1
Concentrated solution,1
Hydrogen peroxide treatment,1
Agricultural water,1
Dissolved organic N,1
Retention efficiencies,1
Significant patterns,1
Soluble reactive P,1
Vegetation class,1
groundwater-surface water interaction,1
riparian zone,1
aerenchymous vegetation,1
arboraceous vegetation,1
herbaceous vegetation,1
nutrient retention capability,1
wetland buffer zone,1
class,1
Effluent organic matter,1
Membrane ultrafiltration,1
Resin fractionations,1
Eco-opportunism,1
linear vs circular organisations,1
Bottom-up fabrication,1
Hydroxyl surface groups,1
One-pot hydrothermal reaction,1
Alicante [Alicante (PRV)],1
Design adaptations,1
Mediterranean cities,1
Urban stormwater management,1
Water Demand Management,1
flood,1
Discharge,1
salicylic acid derivative,1
Galvanostatic charge discharges,1
NCM460 cell line,1
Aromatic structures,1
Electrospun fibers,1
Critical technologies,1
Municipal waste landfills,1
Thermophilic phase,1
Weeds,1
External environments,1
Made-to-order products,1
High-performance thermosets,1
Thermoplastic matrices,1
Economic surplus,1
Tariff systems,1
Waste fee,1
Posidonia oceanica,1
Total organic carbon content,1
Business incubators,1
Collaborative environments,1
Venture capital funding,1
Methyl carbonates,1
Tetramethylammonium,1
Glass fiber reinforced composite,1
Food and feed safety,1
Official control,1
Bisphenol A epoxy resin,1
Pss design process,1
Service functionalities,1
Inorganic membranes,1
Niche applications,1
Solvent dehydration,1
Brassica rapa dichotoma,1
Vigna mungo,1
Vigna radiata var. radiata,1
Benefit to cost ratios,1
black gram,1
oilseed turnip,1
Innovative research,1
Specific tool,1
Spatial and temporal variation,1
Web geographic information system,1
Web-GIS,1
Normal distribution,1
Glass and carbon fibers,1
rotor blade,1
Information processing systems,1
Jets,1
Waterjets,1
Tandil,1
Buenos Aires,1
Municipal government,1
salary,1
Sulfamethoxazole (SMX),1
Municipal human development indices,1
Rice residues,1
Correlation index,1
Statistical modeling,1
Legislation conditioned change,1
Time dependent,1
Time-dependent socio-economic analyse,1
New York City,1
New York city,1
social work,1
zero waste approach,1
Distributed networks,1
Healthy build environment,1
Information revolution,1
One planet living,1
human settlement,1
settlement history,1
town planning,1
shellac,1
branching morphogenesis,1
convection heating,1
fungal cell wall,1
infrared lamp heating,1
infrared oven heating,1
Developing communities,1
Small scale decompositions,1
Three-layered structures,1
Aluminum metallography,1
High quality water,1
Low-energy methods,1
Thin film composite membranes,1
Thin-film composite membrane,1
solution,1
Magic angle spinning nuclear magnetic resonance,1
Mercury intrusion porosimetry methods,1
Sodium aluminum silicate hydrates,1
Thallium alloys,1
Accelerated ageing process,1
Bionanocomposite films,1
Crystalline domains,1
Hydrothermal ageing,1
Water vapor transmission,1
Nuclear reactor licensing,1
Construction schedules,1
Electricity and heat sectors,1
Regulatory elements,1
Small modular nuclear reactors,1
Small nuclear reactors,1
Traditional approaches,1
Horticultural plants,1
acid fish silage,1
co digestion,1
fish hydrolysate,1
nutrition composition,1
Flow patterns,1
Shipbreaking,1
alkylbenzene,1
Breakdown products,1
Semivolatile compounds,1
Copper contamination,1
tariffs,1
silk sericin,1
Dose-dependent manner,1
Free radical scavenging,1
Peripheral blood mononuclear cells,1
Tumor necrosis factor alpha,1
cosmetic dermatology,1
immunomodulation,1
peripheral blood mononuclear cell,1
Low-density materials,1
Oil-based polyol,1
Polyurethane bio-foam,1
Triethanolamines,1
Used cooking oil-based polyol,1
Surplus capacity,1
Process manufacturers,1
Processing power,1
parsley,1
plant fresh weight,1
Magnesium metallography,1
High-resolution scanning electron microscopies,1
Evolution of technology,1
Evolutionary optimizations,1
Optimization problems,1
Municipal wastewater treatment facility,1
Thermal energy recoveries,1
compressed natural gas,1
Advanced informations,1
acidogenesis,1
bi fuel engine,1
bioelectrogenesis,1
circular economy model,1
dual fuel engine,1
flex fuel engine,1
integrated biorefinery,1
linear economy model,1
niche,1
reproductive effort,1
Block copolymer chains,1
Molecular characteristics,1
Bayesian regression,1
Nitrogen pollution,1
Economic development policy,1
Granger Causality,1
Lifespan extensions,1
Material durability,1
Technical measurements,1
flammability resistance,1
material durability indicator,1
mechanical strength,1
organic solvent resistance,1
ultraviolet radiation resistance,1
water resistance,1
Adsorption characteristic,1
Monolayer adsorption,1
Oxygen surface functional group,1
remobilization,1
pressmud,1
Industrial polymers,1
Selective laser sintering(SLS),1
Set of questions,1
Engineering program,1
Validation phase,1
Altamura,1
Bari [Puglia],1
Flow velocity,1
Cation concentrations,1
Mass transfer rate,1
Cooling conditions,1
Portland slag cements,1
Water-quenched slag,1
Energy-intensive,1
Reliability of results,1
sustainable initiatives,1
Mixed municipal waste compost,1
Organic carbon recovery,1
Separating methods,1
Yangtze Delta,1
Subsystem efficiency,1
Formal safety,1
National Foods,1
Small scale farmers,1
Structural problems,1
Pozzolanic behaviours,1
N2 physisorption,1
residential energy,1
biological and technical cycles,1
restorative and regenerative concepts,1
Environmental management practices,1
beta lactam antibiotic,1
diroleuton,1
lignoceric acid,1
pentadecanoic acid,1
stearidonic acid,1
Gram negative infection,1
Gram positive infection,1
soft tissue,1
Composite fillers,1
Filler concentration,1
High density polyethylene matrixes,1
Reinforcement content,1
Irreversible loss,1
Plastic surfaces,1
Industry government,1
Physical limits,1
Prospective framework,1
Biomass technologies,1
Energy production technologies,1
Copolymerization kinetics,1
Equilibrium behavior,1
Macromolecular structures,1
Arad [Romania],1
Rubus fruticosus,1
Decommissioning project,1
Clinker factor,1
Aerobic sludge,1
Anaerobic sewage treatment,1
Solid consistency,1
Water requirements,1
Sustainable urban farming,1
Flux agent,1
Concentration analysis,1
Concentration coefficients,1
Linear correlation coefficient,1
In-process technology,1
Metallurgical systems,1
atmospheric leaching,1
heap leaching,1
near zero waste processing,1
solvometallurgical leaching,1
Aerobic treatment,1
Paenibacillus albidus,1
Sevilla,1
Seville,1
Multivariate Analysis,1
Dimensionality reduction,1
Multivariate data,1
Multivariate image analysis,1
Residual particles,1
dimensionality reduction,1
foreign body,1
Inherent circularity,1
Low POP content,1
Persistent organic pollutant (POP),1
"Registration , Evaluation , and Authorization of Chemicals",1
Substances of very high concerns,1
recovery carbon black,1
Volumetric flow rate,1
absolute average deviation,1
tire pyrolysis gas,1
twin auger reactor,1
Entropy reduction,1
Recommended systems,1
thermoelasticity,1
statistical entropy analysis,1
Life long learning,1
Life-cycle design,1
Dilemma,1
Intermediary,1
Symbiosis system,1
cyanidin-3-O-beta-glucopyranoside,1
"lipase B, Candida antarctica",1
Enzymatic acylation,1
Cascading systems,1
3r action,1
Cross national comparative study,1
Growth domestic product,1
Hand-on,1
Average recovery,1
Integrated data,1
Open repositories,1
Reprocessing facilities,1
Artificial intelligence algorithms,1
Harmony search algorithms,1
Mobile collection of e-waste,1
Waste collection vehicle,1
Compressive loads,1
Fineness modulus,1
Infill materials,1
Two phase flow,1
Biological constraints,1
Biological performance,1
Euler simulation,1
Gas gradient,1
Large scale simulations,1
bubble,1
Eulerian analysis,1
Crystalline silicon modules,1
Metal polymers,1
Generalized linear model,1
Price,1
Chemical sector,1
Economic dynamics,1
Connecting mechanism,1
Quantitative values,1
Non-conventional methods,1
Pharmacological properties,1
En-route,1
Terpenoids,1
Phycobiliproteins,1
NO x emission,1
Oxygenated fuel,1
Fukuoka [Kyushu],1
Kitakyushu,1
Kyushu,1
Batch Cell Culture Techniques,1
Corn Oil,1
Oleic Acid,1
biofertilization,1
viticulture waste valorisation,1
Elastomers and rubbers,1
Supramolecular interactions,1
Computer-aided decision supports,1
Global approaches,1
chemist (profession),1
Construction of buildings,1
Adjuvants,1
Pathogenic contamination,1
Multiple-life-cycle (MLC),1
Policy simulation,1
Ammonium Persulfate,1
Uranium metallography,1
Vanadium metallography,1
Anti-bacterial behaviors,1
Minimum inhibition concentrations,1
Spherical silver nanoparticles,1
Structural and morphological properties,1
Exhaust systems (engine),1
Engine control strategy,1
Forest management practices,1
Micro-combined heat and power,1
Ministry of economic development,1
life cycle symbiosis,1
photovoltaic,1
Trento,1
Sugarcane wastes,1
Additional construction,1
Convergence analysis,1
Efficiency decomposition,1
Two stage games,1
Accurate performance,1
Best efficiency point,1
Hydraulic potential,1
Small hydro-power plants,1
Modularisation,1
Residual lifetime,1
Supermarket,1
Nutrient reservoirs,1
Superabsorbent hydrogel,1
Swelling capacities,1
Carbocal,1
Potato residues,1
Chemical equilibriums,1
Crystal characteristics,1
Complex industrial systems,1
Multiple time scale,1
Thermodynamic constraints,1
Implement unit,1
Local acceptance,1
Robust decisions,1
Brassica rapa subsp. pekinensis,1
Agroecological farming,1
Hygienization,1
Microbial analysis,1
microorganism detection,1
biomass distribution,1
rating scale,1
Oil quality,1
Oil quality parameters,1
Quantitative definition,1
Simple structures,1
Rio de Janeiro [Rio de Janeiro (STT)],1
Blue shift,1
Conformational change,1
Disubstituted polyacetylenes,1
Luminescence emission,1
Polyacetylene chains,1
Housing researches,1
environmental certificate,1
European Ecolabel,1
product category,1
Biogenic materials,1
Circular practices,1
Tributyltin,1
tributyltin,1
marina,1
waterway,1
infectious disease,1
political ideology,1
Nonlinear Dynamics,1
Infrared technology,1
Model understanding,1
Monitoring strategy,1
On-line data acquisition,1
Process understanding,1
online monitoring,1
Gross National Product,1
Cobalt extraction,1
Grinding treatment,1
wood vinegar,1
Recipe,1
Government funding,1
MESH networking,1
Bond rearrangement,1
Intrinsic resistance,1
Structure of the polymers,1
Anticarcinogenic Agents,1
methylxanthoxylol,1
influenza,1
Permeation,1
Isothermal operations,1
Permeation of waters,1
Total ammoniacal nitrogen,1
Water vapor permeation,1
Cyanex 572,1
Poa,1
European Green Deal,1
PESTEL analysis,1
Financial data processing,1
Financial time series,1
Lean practices,1
Regulatory support,1
Memory effects,1
Reduced memory,1
Trusted computing,1
Ad-hoc communication,1
Global scalability,1
Knowledge integration,1
Peer-to-peer technologies,1
Trust establishment,1
Trust-based systems,1
Urban applications,1
Vehicular ad hoc networks,1
Middle East and North Africa,1
Sustainable investments,1
Waste incineration plants,1
Anodic current density,1
Electrolyte solutions,1
NaCl concentration,1
Carboxyl group contents,1
Electron transferring,1
Heavy metal polluted soils,1
Humic-like acids,1
Structure characterization,1
Biochemical reactions,1
Hydrogen fermentation,1
Government procurement,1
Supply-side technologies,1
heat source,1
Ecological technologies,1
Paijat-Hame,1
Biological loops,1
Regional case study,1
Discharge voltages,1
Pulse frequencies,1
Reduction in energy consumption,1
Krasnodar [Russian Federation],1
Tomography,1
Electrical resistivity tomography,1
Waste characterisation,1
secondary sector industry,1
glass hotspot,1
Building practices,1
Project documentation,1
Extraction and Processing Industry,1
Photoelectron Spectroscopy,1
Transfer learning,1
Academic performance,1
Active communications,1
Cooperative learning,1
Formative assessment,1
Student centred learning,1
recycled concrete aggregate,1
Compressive strength of concrete,1
capillary water absorption,1
freeze thaw resistance,1
hardened density,1
Production mechanisms,1
Wastewater treatment costs,1
Environmental assessment tool,1
pepsin A,1
chicken mechanical deboning,1
Chondroitin sulfates,1
Footwear materials,1
Carbon models,1
Consumption-based emission,1
Thermal sintering,1
Distributed generation system,1
Africa South of the Sahara,1
Current quantities,1
density seperation,1
p-Toluene sulfonic acids,1
Motives to adopt,1
Evolutionary framework,1
Szczecin [Poland],1
Computational thermal simulation,1
Steel manufacturing process,1
Emergy investment ratio,1
Angiotensin-Converting Enzyme Inhibitors,1
Workflow,1
Biological organs,1
dipeptidyl carboxypeptidase inhibitor,1
Biologically active peptides,1
Metabolic syndromes,1
Porcine offals,1
Radiolysis,1
CO2 conversion reaction,1
Radiation-induced,1
Waste gas stream,1
Business objectives,1
Management involvement,1
Water distillation,1
Biosorption capacity,1
Langmuir adsorption isotherms,1
Saturation concentration,1
Structure and morphology,1
Transparent electrodes,1
Electronic materials,1
Thermal-annealing,1
Transparent conductive substrates,1
Dependence,1
Network development,1
Reproduction,1
Membrane separation technology,1
Jalisco,1
Puerto Vallarta,1
Building life cycle assessment,1
"Climate change, net zero carbon",1
Environmental product declaration,1
Government initiatives,1
Policy regulations,1
pelletization,1
thermo chemical conversion,1
Industrial managers,1
Ovis aries,1
Broiler chickens,1
Productive chain,1
Sheep manure,1
animal culling,1
hatchery waste,1
sheep manure,1
volatile solid,1
waste coefficient,1
Capital equipments,1
clotiazepam,1
Aging susceptibilities,1
Electronic systems,1
Failure Probability,1
International Electrotechnical Commission,1
Model and analysis,1
Castelo Branco [Portugal],1
Panasqueira Mine,1
Electrodialytic removal,1
Massive open online course,1
MOOC,1
threat,1
Folin Ciocalteu method,1
Sheet metal components,1
Logistic performance,1
Logistic performance index,1
Performance reporting,1
Autoclaves,1
Common Agricultural Policy,1
Demographic characteristics,1
Household members,1
Local perspective,1
Czech (people),1
Chemicals productions,1
High-temperature gasification,1
Plant optimization,1
Isoalkanes,1
Normal alkane,1
Monopoly markets,1
Large users,1
Chlorocrambe hastata,1
Brownian movement,1
benzoyl peroxide,1
dicumyl peroxide,1
isotactic polypropylene,1
phosphate buffered saline,1
potassium peroxide sulfate,1
sodium sulfite,1
sucrose octa acetate,1
ultra high molecular weight polyethylene,1
Calothrix scytonemicola,1
Chlorogloea fritschii,1
Ettlia oleoabundans,1
Nannocloropsis gaditana,1
oxygen permeability,1
wide angle x ray scattering,1
Barium,1
Coercive force,1
Ferrites,1
Barium hexaferrites,1
Cobalt addition,1
Ecocanvas,1
Public universities,1
Hybrid methodologies,1
loading test,1
Implementation scheme,1
Gaza Strip,1
Occupied Territories,1
Job satisfaction,1
Economic status,1
On the job trainings,1
Environmental Protected Area,1
Environmental industries,1
Multicopper oxidase,1
Circular configurations,1
Resource states,1
particle state,1
product state,1
Haber Bosch,1
Donggang River [Taiwan],1
Livestock farmers,1
River watersheds,1
Protein Aggregates,1
protein aggregate,1
Binary logistic regression,1
Psychological features,1
Web-based questionnaires,1
Domestic hot water preparation,1
Solar thermal collector,1
Uninterrupted operations,1
Operations management practices,1
Ecological area,1
Gears,1
Underwater structures,1
Derivative thermogravimetry,1
Pressure-volume-temperatures,1
Higher Heating Value,1
Lower Heating Value,1
Pressure Volume Temperature,1
"Glycation End Products, Advanced",1
advanced glycation end product,1
Nash equilibrium,1
LLMC,1
Design formulae,1
Virtual platform,1
liberalization,1
vector autoregression,1
Newtonian behaviours,1
Temperature susceptibility,1
Independent research,1
Materials handling equipment,1
Dismantling process,1
comfort,1
Spatial organization,1
Wastewater infrastructure,1
Selected examples,1
Robust ranking,1
Road vehicles,1
Sustainable futures,1
Yellow Sea,1
Porphyra umbilicalis,1
Ulva thalli,1
dissolved inorganic nitrogen,1
Distributed knowledge,1
superstructure,1
runner,1
international law,1
Nostoc sp.,1
phycoerythrin,1
inorganic nitrogen,1
Input output programs,1
Conversion factor,1
Methanol reactors,1
One-dimensional model,1
Pressure and temperature profiles,1
System of partial differential equations,1
Two dimensional model,1
Wall heat transfer coefficients,1
Morphology and composition,1
Offshore,1
Onshore,1
Stochastic distribution,1
Resource effectiveness,1
reimbursement,1
Catalytic aromatization,1
Catalytic ketonization,1
Catalytic reactions,1
Temperature-programmed reduction,1
Photocathodes,1
Environmentally friendly fuels,1
Sol - Gel synthesis,1
Choice behaviors,1
Machine simulation,1
Biodegradable products,1
Impact characteristics,1
Notched impact strength,1
Constitutive relationships,1
Biocompatible polymer,1
Polypropylene glycol,1
Leather manufacture,1
Manufacturing units,1
Tanning efficiency,1
Prunus,1
Boards,1
Peduncle,1
Equipment testing,1
Feedstuffs,1
Immune system,1
Pathogenesis-related proteins,1
5-aminolevulinic acid,1
Economic balance sheet,1
Market equilibria,1
Optimal reward,1
CSCM,1
Multi-criteria decision making technique,1
Quantitative modeling,1
Reactor bed temperature,1
Secondary cracking,1
Tetradecanoic acid,1
Contract signature,1
Evolutionary stable strategies,1
Simulation analysis,1
Dynamic evaluation,1
Static performance,1
Process requirements,1
Challenges,1
Construction and demolition debris,1
Scientific breakthrough,1
micromolding,1
Analysis of Variance,1
cheese whey permeate,1
Lactobacillus sakei,1
Automobile shredder residue,1
Composite goods,1
Plastic scrap,1
Residuals treatment,1
PV re-use,1
PV refurbishment,1
Sargassum sp.,1
Pollutants,1
Sargassum sp,1
Activated agent,1
Brunauer Emmett Teller surface area,1
micropore volume,1
surface morphology,1
Infrastructure assets,1
methods,1
Altitude range,1
Photovoltaic generation,1
Automobile electronics,1
Embedded electronics,1
Power plant laboratories,1
In-situ crystallization,1
Laboratory procedures,1
Pipe networks,1
Constructed wetlands (CWs),1
Cork granulates,1
Pollutant removal efficiency,1
Carex Plant,1
Carex,1
Carex oshimensis,1
Cyperaceae,1
Carex (genus),1
Renewable products,1
Ultrasonic extraction,1
Firm profitabilities,1
Thermal yield,1
Anaerobic thermophilic treatment,1
Autothermal thermophilic aerobic digestions,1
Micro-biological parameters,1
Microbial quality,1
Microbiological quality,1
Fiber-matrix interfaces,1
Interfacial shear strength,1
Sucrose,1
Environmental limitations,1
One-planet approach,1
limiting factor,1
human dignity,1
Carotenoid-containing chromoplasts,1
Unsold tomatoes,1
Capra hircus,1
Phoenix dactylifera,1
Fluorescence excitation-emission matrix,1
Parallel factor analyse analyse,1
fluorescence excitation emission matrix spectroscopy,1
Artificial light-weight Aggregates,1
Ammoniacal nitrogen removal,1
Professional experiences,1
Lanthanum extraction,1
Lanthanum recovery,1
fluid catalytic cracking,1
spent catalyst,1
Recovering,1
Bi objectives,1
Periodic location-routing problem,1
Simultaneous pickup and deliveries,1
Function analysis,1
Simulated annealing,1
Location allocation problem,1
Seasonal and spatial distributions,1
Metal molding,1
Regenerators,1
Drucker Prager yield criterion,1
Elastic-plastic Material,1
Material point methods,1
Numerical calculation,1
Regeneration devices,1
Crete [Greece],1
Control and monitoring,1
Meteorological condition,1
South Mediterranean Sea,1
Water availability and demand,1
terrain,1
Basic characteristics,1
Temperature regimes,1
cascading,1
Modified wood,1
Production structures,1
Automation research,1
Automation technology,1
Flexible automation,1
Blade,1
Dielectric Constant,1
Dielectric Properties,1
Transparent Films,1
A cellulose,1
Cellulose nanocrystal,1
Doctor blade,1
Electrical and mechanical properties,1
Free-standing nanocomposites,1
Transparent films,1
Chemical management systems,1
Chemometric analysis,1
SPME-GC-MS,1
Biological,1
Heterotrophic bacterias,1
recycle fermentation,1
Photobiological hydrogen production,1
Carbonized solid fuel,1
Waste-to-carbon,1
Delivery time,1
Sales effort,1
Elevated concentrations,1
Turnover frequency,1
water column,1
Addition,1
Mechanical feature,1
Categorization,1
Content-based analysis,1
Cooperation and competitions,1
Behavior change,1
eco social innovation circular economy solution,1
Governors,1
Anaerobic sludge digestion,1
Groundwater abstraction,1
Wastewater reclamation and reuse,1
California Institute of Technology,1
High speed identification,1
International recognition,1
Technological inventions,1
University of Colorado,1
Pollutant release and transfer registers,1
Spatial agent-based models,1
Brunauer-Emmett-Teller theories,1
Carboxylic esters,1
Hexagonal wurtzite,1
Zinc oxide particles,1
ZnO micro-particles,1
Values safety,1
Electric transformers,1
Distribution transformer,1
Working fluids,1
Key influencing factors,1
Plasma diagnostics,1
Catalyzed reactions,1
Laboratory technologies,1
Microscopic mechanisms,1
Growth (materials),1
Community innovation surveys,1
gender disparity,1
Water conflict,1
Yuck factor,1
fracking,1
Windshield wipers,1
Windshields,1
Biomedical products,1
angle of repose,1
distributed manufacturing,1
distributed recycling and additive manufacturing,1
granular fabrication,1
heated syringe printing,1
mechanical grinding,1
windshield wiper blade,1
Uncertainty factors,1
Visualization method,1
Benefits,1
Upgrade,1
hegemony,1
Curing temperature,1
co valorization,1
fayalitic slag,1
ferronickel slag,1
emissivity,1
radiative transfer,1
wavelength,1
Breeding,1
Oviposition,1
Parturition,1
blue light,1
egg mass weight,1
green light,1
hatchability,1
neon light,1
overall egg amount,1
white light,1
birth,1
educational development,1
Biomedical materials,1
Win-win strategies,1
Profitability index,1
Fuel characterisation,1
CO2 utilisation,1
Early design exploration,1
Performance optimisation,1
Simulation optimisation,1
Redox chemistry,1
Thin-film photovoltaic cells,1
Materials supplies,1
Landfill condition,1
Municipal solid wastes landfill,1
Cork [(CTY) Munster],1
Munster [Ireland],1
Covalent cross-links,1
Degradable linkages,1
Compression layers,1
Structural calculations,1
Platform ecosystems,1
Service ecosystems,1
Trial-and-error process,1
nutritional health,1
Farmers' attitudes,1
Multinomial logistic regression models,1
New plastics economy,1
Tax credits,1
Quercus,1
Anesthetics,1
In-situ remediation,1
Priority pollutants,1
Electric resistance,1
Alkali concentrations,1
membrane conductance,1
Sites,1
solar photovoltaic,1
Dissolved sulfide,1
Iron-based coagulants,1
Primary energy savings,1
Primary energy use,1
Spatial optimization model,1
Hermetia illucens L,1
Design research methodology (DRM),1
feedstock,1
Primary batteries,1
differential electrochemical mass spectrometry,1
cycloserine,1
furazolidone,1
Agro-industry,1
3R (4R),1
Technical conditions,1
Changing external conditions,1
Customer-supplier relationship,1
New forms of organizations,1
organizational structure,1
Coal water mixtures,1
Carbon conversion rate,1
Coal-water slurry gasifications,1
Gasification characteristics,1
Slurry concentration,1
Tender,1
AHP approach,1
Priority products,1
Rating model,1
Population balances,1
Reactive crystallization,1
Decoupling effects,1
Decoupling models,1
Industrial upgrading,1
People's Republic of China,1
Acid consumption,1
Sieve fractions,1
Thyristors,1
DeNOx,1
Copper-aluminum alloys,1
Hollow fibre,1
Porous metal,1
Collector efficiency,1
Pitting,1
Medium steels,1
Passive oxide films,1
Polymer nanocomposite,1
Polystyrene nanocomposites,1
Vertical burning tests,1
Concrete reinforcements,1
Reproducible research,1
Phytosterols,1
Choristoneura fumiferana,1
Forest disturbances,1
Forest management planning,1
Insect infestations,1
Natural disturbance,1
Smoke suppressants,1
Waste incineration ash,1
Key product characteristics,1
Alluvium,1
GGBS,1
Stiffness degradation,1
Triaxial,1
Improved biogas productions,1
Thermal gravimetric analysis,1
Remote Sensing,1
Aircraft detection,1
Biomass estimation,1
Canopy Height Models,1
Geometric feature,1
Multi-spectral cameras,1
Remote sensed data,1
Unsupervised approaches,1
Unsupervised segmentation,1
Ecological profiling,1
dumping site soil,1
Decentralized management,1
Mixed integer linear program,1
mimicry,1
antistatic agent,1
accelerated solvent extraction,1
batch multi stage extraction,1
batch single stage extraction,1
shake flask extraction,1
Leach liquors,1
Process flow-sheet,1
waste valorization process,1
Political benefits,1
Agave americana,1
Biocompatible thermoplastics,1
Poly-hydroxyalkanoate,1
Biological couplings,1
Growth characteristic,1
Near-optimal solutions,1
P-graphs,1
integrated health care system,1
Allium porrum,1
Apium graveolens var. dulce,1
Brassica oleracea var. capitata,1
Nonionic surfactants,1
Bio surfactant,1
Cosmetic formulations,1
Emulsion properties,1
Interfacial property,1
Sunflower oil cakes,1
Stochastic frontier analysis,1
Stochastic frontier approaches,1
Wool Fiber,1
thioglycolic acid,1
Fibre separation,1
Selective digestion,1
Bioreaction section,1
Running simulations,1
supply chain integration,1
Spatiotemporal analysis,1
Support analysis,1
Mixed biomass pelleting,1
Potential assessment,1
Potential field,1
Hybrid machining process,1
Machining methods,1
Mechanical machining,1
Legal issues,1
Fine coals,1
South African coals,1
Technosols,1
Beyond-GDP,1
Overlapping area,1
4-vinylpyridine (4VP),1
Combinatorial screenings,1
Ion imprinted polymer,1
NVT molecular dynamics,1
Periodic boundaries,1
surrogate method,1
Chondrocytes,1
Chondrogenesis,1
Chondroitin Sulfates,1
aggrecan,1
chondroitin 4 sulfate,1
chondroitin 6 sulfate,1
chondrogenesis,1
mesenchymal stroma cell,1
Raja clavata,1
Scyliorhinus canicula,1
skate (fish),1
Double layered structure,1
Japanese manufacturing,1
Electrical characterization,1
Electromethanogenesis,1
Energy storage efficiencies,1
Renewable energy penetrations,1
Scenedesmus obliquus,1
Optical Phenomena,1
"Stress, Mechanical",1
rice straw extract,1
catalytic cracking,1
hydrocracking technology,1
plasma pyrolysis,1
program feasibility,1
pyrolysis with in line reforming,1
Electrochemical cutting,1
Dehydration temperature,1
Hexafluorotitanates,1
Photocatalytic coating,1
Strength/weight ratio,1
Self cleaning surfaces,1
Antipollution,1
Clay roofing tiles,1
Ferroalumina,1
TiO2 coating,1
nonprofit organization,1
Biological methane potential,1
Adoption of innovations,1
Firms,1
Large cross-sections,1
Danio rerio,1
cyprinid,1
unsaturated medium,1
Fractured surfaces,1
Interfacial bonding,1
"Rajasthan , India",1
Consumer valuations,1
parallel importation,1
Asian markets,1
Learning from the pasts,1
Textile dyeing industries,1
Insulated pipes,1
Market leader,1
Recycled hdpe,1
Exploratory spatial data analysis,1
Spatial agglomeration patterns,1
Individual behaviour,1
Optimum combination,1
Organisational aspects,1
Firm-level,1
Sets of barriers,1
cigarette butt,1
cigarette smoke,1
Common interests,1
cigarette smoking,1
Organic minerals,1
Apparent recovery,1
Municipal solid waste compost,1
Organic nitrogen,1
municipal solid waste compost use,1
nitrogen availability,1
top soil,1
winter wheat,1
Pearson correlation coefficients,1
Reactor performance,1
Lake Como,1
bezafibrate,1
furosemide,1
Antibiotic resistance,1
Environmental quality standards,1
Hydrochlorothiazide,1
Persistent compounds,1
WWTPs,1
conventional activated sludge,1
Infrared detectors,1
Nutrient recovery and reuse,1
drainage basin,1
Cobalt-based,1
Nanostructured-catalysts,1
Sodium boro hydrides,1
Sodium borohydrides,1
Electron energy loss spectroscopy,1
Bio-templating,1
Zns photocatalysts,1
Early design phase,1
Efficient designs,1
Bleaching Agents,1
bleaching agent,1
protoplast,1
Computer-aided modelling,1
Carbon2Chem,1
Heuristic programming,1
Sequence-dependent,1
Product development transformations,1
Recycling management,1
Family based dispatching,1
Inventory and production,1
Operations excellence,1
Taguchi experimental design,1
Analytical challenge,1
Detection and quantifications,1
beta-Mannosidase,1
fungal polysaccharide,1
Eco-friendly dyeing,1
Graphic design,1
Multidisciplinary,1
Sultanate of Oman,1
Dynamic systems theory,1
Road management systems,1
Roadside management,1
Free molecules,1
Technological evolution,1
