keyword,frequency
fifth quarter,1
mediterranean diet,1
tripe,1
vegetables,1
mussel shell,1
Grewia asiatica,1
Niobium oxide,1
Photo/electrocatalysis,1
desoldering,1
ease of disassembly metric,1
circularity barriers,1
fuzzy cognitive maps,1
supply chaincircular economy,1
organizational capabilities and dynamics,1
Squalene,1
thermal oxidation,1
Regulatory environment,1
bibliographic analysis,1
glycerol for liquid fuels,1
glycerol for value-added products,1
valorisation of glycerol,1
surface complexation,1
business model innovation barriers,1
circular plastics start-ups,1
success factors,1
Greater Accra Metropolitan Area,1
hybrid renewable energy systems,1
Biofilm carrier,1
Biofilm reactors,1
Natural materials,1
energy communities,1
inland areas,1
wool supply chain,1
Integrative concept of sustainability,1
Waste-based biodiesel,1
configurational analysis,1
digital entrepreneurial ecosystem,1
post-cracking behavior,1
ultra-high-performance concrete (UHPC),1
waste glass,1
nanocellulose geometry,1
circular value creation,1
interpretive research,1
AP-5 asphalt,1
bio-modifier,1
thermodynamic stability,1
TLC-FID,1
waste butter,1
earthworms,1
viticulture,1
Thermoelectric,1
mines waste,1
warranty,1
oleacein,1
corn,1
leaf greenness index (SPAD),1
woody biomass ash,1
Cuttlebone,1
Deltamethrin,1
Propolis extract,1
co-substrata,1
method two-stage,1
sludge quality,1
Distillate production,1
"Biorefinery, Fish wastes, Supercritical Fluid CO<sub>2</sub>",1
waste treatment and disposal,1
chromium waste,1
Bioploymers,1
Phosphate mine,1
Waste rocks,1
Beef,1
silicon carbide,1
bituminous mixture,1
green public procurements,1
local government units,1
Internal mixer,1
Depleting traditional construction sands,1
Ground improvement,1
Sustainable geomaterial,1
advanced oxidation technologies (AOTs),1
sonochemistry,1
Lipomyces starkeyi,1
scotta,1
single-cell oil,1
C&D permits,1
MEL,1
Marginal suppliers,1
Material preserved rate,1
Remanufacturing volume rate,1
autonomous building,1
carbon recylate,1
heat storage,1
phase-change composite,1
hydrolysis method,1
leather solid waste,1
substitution method,1
institutional environment,1
Conceptual map,1
externalized costs,1
PHA (polyhydroxyalkanoates),1
substitutes,1
amplicon sequencing,1
CSTRs,1
LCFAs,1
long-chain fatty acids,1
two-stage anaerobic digestion,1
salad dressing,1
Unripe tomato,1
Algal Biomass Harvest,1
Bio-flocculant,1
Pharmaceutical Wastewater,1
Rice husk Waste,1
Silica Nanoparticles,1
Metal-free electrocatalyst,1
effective microorganisms,1
end-user,1
waste market,1
waste type,1
Agromining,1
Rehabilitating abandoned mines,1
Sonoextraction,1
Water-energy-carbon nexus,1
filament,1
poly(lactic acid) (PLA),1
tomato stem,1
dual waste management,1
textile dye,1
Economic institutionalism,1
ionic leaching,1
non-structural concrete,1
principal component analysis (PCA),1
carbon cost,1
glass industry,1
cost equations,1
Environmental consequence,1
Fate and transport,1
Policy concern,1
energy efficiency in construction,1
Ceramic membrane,1
Phosphorus slag,1
color rendering index,1
luminescent solar concentrators,1
neutral colors,1
photovoltaic windows,1
semi-transparent solar modules,1
Sunset yellow,1
Entrepreneurial Society,1
entrepreneurialism,1
cemented paste backfill,1
dynamic loading characteristics,1
metal mine,1
Agro-food industries,1
Hemicellulosic hydrolysate,1
Hybrid pretreatment,1
Neem oilseed cake,1
Yeast Lipid,1
FeCl<sub>3</sub> 40% solution,1
nitrogen and phosphorus,1
Chemical looping technologies,1
Oil refineries,1
Accelerated aging,1
Flexural/tensile properties,1
Textile-reinforced mortars,1
Charcoal briquettes,1
Cone method,1
Continuous drying method,1
Electrical conductivity method,1
Fine recycled aggregate,1
Secondary sand,1
Water absorption tests,1
Building circularity indicator (BCI),1
Material substitution<sup>1</sup>,1
Public building,1
Timber hybrid building,1
exchange-traded funds (ETFs),1
mutual funds,1
private equities,1
venture capitals,1
Air-lay process,1
Mattresses,1
law,1
plastic wood,1
Geomaterials,1
CAD/CAM/CAE systems,1
Nonlinear dynamics,1
E-waste inventory,1
E-waste management plan,1
Pectin classification,1
Pseudoplastic flow behavior,1
Hybrid contract,1
Fuel-efficient green vehicle routing,1
Location-allocation-routing,1
Multi-objective metaheuristics,1
Simultaneous pick-up and delivery,1
Biopolyol,1
Thermoinsulating materials,1
Atomic Absorption Spectroscopy (AAS),1
Headphones,1
Magnets,1
Counterfactual impact,1
Micro-Vortex Generators (MVGs),1
passive flow control devices,1
small-scale UAV,1
winglets,1
Developing Nations,1
Equitable and Just Policies,1
Institutional Co-Evolutionary Dimensions,1
Policy Commitment,1
Remote SIDS,1
enzymatic degradation,1
quartz crystal microbalance with dissipation monitoring,1
synergistic effect,1
"α-1,3-glucan",1
"α-1,3-glucanase",1
circular economy rebound,1
ordonomics,1
exterior wall,1
pozzolana,1
technological changes,1
COP26,1
acoustic conditioning,1
fuzzy analytic hierarchy process,1
compaction behavior,1
cyclic liquefaction,1
geotechnical characterization,1
grain size distribution,1
iron ore tailings,1
shear strength,1
EU Regulation 2020/741,1
Minimum requirements for water reuse,1
Quality classes,1
decentralized identifiers,1
Fiberboards,1
Olefin,1
Plastic Upcycling,1
extraction methodologies,1
green impacts and sustainability,1
Algae industry,1
Social–ecological transformation,1
Risk-resilience,1
Sustainable circular supply chain,1
DMFC,1
enological waste valorization,1
Acheta domesticus,1
Elevated PAR/narrowband UV-B,1
House cricket,1
horizon 2050 framework,1
industrial sector,1
water resource management,1
mechanical,1
panels,1
physical,1
pressing cycle,1
reaction to fire,1
Organizational transformation,1
processing methods,1
social awareness,1
Optical property,1
Polymer−particle composite,1
Radiative cooling,1
Critical success factor,1
(latent) hydraulic properties,1
amorphous phase,1
ashes,1
waste by-products from incineration processes,1
olive pomace biochar,1
olive stone biochar,1
Hydrothermal aqueous phase,1
Lipid recovery,1
Yarrowia sp,1
Advanced control,1
Digital water,1
Wastewater data analytics,1
Wastewater treatment automation,1
Aquatic organisms,1
Floral waste,1
Building Stock,1
Construction Renovation and Demolition Waste,1
Quantity Takeoff,1
Nexuses,1
Responsible production and consumption,1
Coffee maker,1
Eco-innovative product design,1
Kansei engineering,1
Online reviews,1
hardwood lignin,1
kraft black liquor,1
lignin characterization,1
lignin precipitation,1
innovability,1
set-up,1
user engagement,1
Shrimp carcasses,1
Treated Wastewater,1
Washing,1
sustainability indicator,1
transformation pathway,1
Multimodal fusion,1
Pooling-based aligned fusion module (PAlign),1
Robotic unscrewing,1
Screw detection,1
circular economy and bioeconomy,1
Oil absorption,1
Oleophilicity,1
Superhydrphobicity,1
Circular disruption,1
Sustainable business model strategies,1
System dynamic,1
nanochitosan,1
EoL turbine blades,1
Peptide,1
Biotic role,1
Engineering application,1
Removal mechanisms,1
Excavated soil and rock,1
Mn recovery,1
Rhodochrosite,1
Sulphide tailings,1
Dewaterability,1
Hydrothermal pretreatment,1
Thickened waste-activated sludge,1
Biomethanisation,1
"D-Limonene, Economic assessment",1
human rights due diligence,1
Environmental Regulation,1
EU Circular Economy Action Plan (CEAP),1
National Circular Economy Strategies,1
National Identity,1
National Sovereignty,1
"delphinidin 3,5-di-O-glucoside",1
floral by-product,1
HPLC-PDA,1
kaempferol 3-O-sophoroside,1
LC-MS/MS,1
Chemoprevention,1
Delivery,1
coke,1
furnace,1
wind turbine blade,1
waste photovoltaic panel management,1
waste solar panel,1
binding return fee scheme,1
concession,1
Backfillinge,1
Combustible,1
EoW,1
Keratin filler,1
Keratin protein,1
Poultry feature,1
EMS firms,1
Motivator,1
Anzali wetland,1
Invasive fern,1
synthetic measure (CRITIC-TOPSIS),1
national culture,1
packaging and plastic waste,1
Organic matter recycling,1
Climate externalities,1
Economic equilibrium modelling,1
Endocrine disrupting compounds,1
Greenness assessment,1
Polymeric membranes,1
Thin-film microextraction,1
Enhanced circularity,1
Oxy-fuel atmosphere,1
Expired medicine,1
Nanosensor,1
Thiocolchicoside,1
bio circular economy,1
hemp biomass,1
recycled plastic waste,1
municipalities and non-municipalities,1
resource recovery efficiency,1
Super efficiency directional distance function,1
total factor productivity,1
Circular economy in waste management,1
aggregate structure,1
improvement,1
saline–alkali formation,1
saline–alkali land,1
water and salt transport law,1
Contemporary Surface,1
Media Facade,1
Pop-up Facade,1
Urban Screen,1
gas chromatography/mass spectrometry (GC-MS),1
human well-being,1
Internet-of-Things,1
volatile organic compounds (VOC),1
monomer yield,1
construction project management (CPM),1
General equilibrium models,1
building information modelling,1
industry foundation classes,1
water environment management,1
informal institutions,1
legal instruments,1
BMM,1
environmental culture,1
green literacy,1
modified UTAUT2,1
Facades,1
Thermoplastics polymer,1
Thermosetting polymer,1
energy storage technology,1
rubber composites,1
Innovation Adoption,1
Planned Obsolescence,1
Stimulus Organism Response,1
Unifying,1
UTAUT,1
clothes,1
intrapreneurship,1
new ventures,1
Coco peat,1
Persistent micropollutant,1
The “Double Carbon” goals,1
Collaboration networks,1
Competitive interactions,1
Mutualistic interactions,1
Trophic interactions,1
reducing agent,1
reciprocal frame,1
rectangular layout,1
salvaged timber,1
slide-in system,1
timber-only structures and architecture,1
wooden nail,1
Ecological threaten,1
War,1
Interdisciplinary cooperation,1
bioefficiency,1
legume hulls,1
fermented beverages,1
innovative beverages,1
life cycle costing (LCC),1
life cycle sustainability assessment (LCSA),1
social life cycle assessment (sLCA),1
voluntary activities,1
volunteer,1
recycle program,1
"Circular economy, Deep eutectic solvent",1
Eco-friendly method,1
And sustainable development goals,1
scrap power battery,1
Bibliometry,1
Health equipment manufacturing sector,1
Import regulation,1
Recycled plastic industry,1
Dairy sector,1
Greenhouse gases emissions,1
FFHCO2,1
continuously stirred tank reactor (CSTR),1
mesophilic condition,1
Return rate,1
University waste management,1
entrained flow reactor,1
gas,1
mass and energy balances,1
High temperature thermal energy storage,1
Moroccan steel and iron industry by-product,1
decentralized applications,1
digital watermarking,1
recyclable plastic waste management,1
traceability and transparency,1
waste sorting and contamination,1
Electrical and electronics equipment,1
Sustainability impact assessment,1
Systemic perspective,1
alginate-like exopolymers,1
egoistic,1
entrepreneurial values,1
hedonic,1
"Accelerated Carbonation, Circular Economy, Paper Industry Waste",1
Fiber Cement Composites,1
Magnesium Oxide Cement,1
Sustainable Circular Business Model,1
Bio-digester,1
composting process,1
immobilisation,1
atmospheric carbonation,1
immediate one-step lime precipitation,1
slaughterhouse wastewater,1
R-Strategy,1
Desktop analysis,1
Green building certification systems,1
Whole life cycle assessment,1
reuse and repair,1
setup,1
touchpoint,1
design method selection,1
engineering design,1
method characteristics,1
user requirements,1
hybrid soil modifier,1
post-recycling sodium polyacrylate,1
slow releasing fertilizer,1
water retention,1
free-riders,1
non-recycled plastic packaging waste,1
plastic tax,1
private exports/import,1
sustainable packaging waste management,1
Methanotroph,1
sugar industry,1
Floating treatment platform,1
Vetiver grass,1
agroindustrial byproducts,1
chemical functionalization,1
elicitors,1
strawberry,1
Integrated Reporting,1
six capitals,1
Agro-industrial wastewater,1
Symbiotic microalgae,1
dynamic mechanical analysis,1
Agro-residues,1
fluorescent quantum dots,1
green precursors,1
Himalayan cities,1
"Life Cycle Analysis, SDGs",1
electron beam,1
ionizing radiation,1
sewage sludge valorization,1
armed forces,1
outsourced services,1
reverse logistics activities,1
Compliance risks,1
Money laundering,1
Peer-to-peer lending,1
Multi-LCA,1
Potential environmental benefits,1
Waste power batteries,1
automation system,1
cutting mechanism,1
safety system,1
two-stage design,1
VAWT,1
wind technology,1
Soil footprint,1
Dynamic material flow,1
Field research,1
Regional e-waste recycling,1
Eco-innovation efficiency,1
Ecological civilization construction policy,1
industrial automation,1
object localisation,1
robotic operations,1
unscrewing,1
vision system,1
CS-ARDL method,1
Anaerobic digestion liquor,1
Aloe,1
VAT polymerization,1
marketing research,1
R programming,1
startup management and marketing,1
web design,1
antioxidant-based edible packaging,1
edible packaging,1
green cosmetics,1
Cluster-based,1
Detection system,1
DoS attacks,1
Wireless sensor network,1
Conventional concrete,1
Natural coarse aggregates,1
Natural fine aggregates,1
Recycled fine aggregate,1
Circular analytical chemistry,1
Biomass derived-materials,1
Universal database development,1
CO<sub>2</sub> upgrading,1
negative emission technologies,1
milk antioxidant capacity,1
milk immune cells,1
milk yield,1
sheep,1
North-East atlantic,1
Concrete substrate,1
Lightweight insulation,1
naval sector,1
shipbuilding industry,1
industrial structure upgrading,1
Lagrangian relaxation algorithm,1
Distilled biomass,1
board gender diversity,1
ecosystem conservation,1
Fossil-based materials,1
Second-use applications,1
aerospace industry,1
surface modification by silanization,1
Brine treatment,1
"Circular economy,",1
Coal mine wastewater,1
"Desalination,",1
Salts,1
Sources of waste,1
Innovation Hubs,1
buffering,1
feldspar,1
gossypol degradation,1
nutritional upgrade,1
Grain Enzymes,1
Mycotoxins,1
Environmental health risks,1
Hospital solid waste,1
Circular healthcare,1
Brassica rapa by-products,1
A qualitative study,1
Customer empathy,1
Fermented fish residue,1
Circular trade,1
EU strategy,1
Agro-based industries,1
Lignocelluloses,1
Circular economy of the nuclear envelope,1
Lamina-associated proteins,1
Nuclear envelope dynamics,1
Nuclear lamina,1
Nuclear mechanics,1
Bacterial consortium,1
bacterial community,1
bio-based fertilisers,1
bio-based mineral fertilisers,1
PGPR,1
Metal(loid)s,1
Cost-effective,1
Packed-bed,1
Sand,1
Thermal energy storage materials,1
"Sustainability, Bis HydroxyEthl Terephtalate (BHET)",1
Chemical separations,1
Sustainable membranes,1
Impurities in crude glycerol,1
boronic ester,1
dynamic covalent materials,1
gluconolactone,1
reprocessable,1
E-waste resources,1
Pin milling,1
Unburned carbon,1
Consumer response,1
Carbon-based additives,1
Direct interspecies electron transfer (DIET),1
Lignocellulosic feedstock,1
Adsorption-photocatalysis,1
FeS,1
dynamic panel data model,1
energy taxes,1
primary energy consumption,1
high ambition coalition (HAC),1
Intergovernmental Negotiating Committee (INC),1
legally binding instrument,1
member submissions,1
Battery lifespan,1
Echelon utilization,1
Full life cycle,1
Power lithium-ion battery,1
Beta-convergence,1
Circular economy initiatives,1
Green growth indicators,1
Index construction,1
Sustainable economic development,1
Distilling,1
Gin botanicals,1
agrobiomass,1
climate agroenergy clusters,1
cross-sectoral interaction,1
energy plant resources,1
enterprise ecosystem,1
environmental security,1
Bionics,1
Cobot,1
Fake detection,1
Machine autonomy,1
Product reliability,1
Stearic acid treatment,1
artichoke by-products,1
life cycle impact assessment,1
hierarchical model,1
education for sustainable development (ESDG),1
Artificial Bee Colony algorithm,1
virtual age,1
Deep characterization techniques,1
Emerging pollutant degradation,1
Real wastewater remediation,1
Visible radiation,1
Dynamic discrete choice model,1
Expected product lifetime,1
Replacement behaviour,1
BERT model,1
NACE codes,1
Nano zero valent iron,1
alternative source of gypsum raw materials,1
gypsum binder,1
origin characteristics,1
Ammonia-rich wastewater,1
Fertilizer-drawn forward osmosis,1
OPFRs,1
Eggs,1
Italian consumer,1
Poultry meat,1
Spatial morphology,1
Wind environment,1
Catalyst composite,1
Mesostructure,1
Stakeholders viewpoints,1
Recycled polymer,1
added-value products,1
orange peel by-products,1
returnable packaging,1
Communication-based interventions,1
Consumer education,1
Domestic electrical appliances,1
Nutrients reclamation,1
Phosphorus transformation,1
Advanced technology,1
defatted seed cake,1
proline DES,1
Advanced thermal energy technology,1
Biowaste upcycling,1
Control cabinet,1
Electrical products,1
Mechatronic products,1
olive oil by-products,1
Reverse practices,1
Cambisols,1
Vertisols,1
AgNPs,1
cellulose-based nanocomposite,1
dye biosorbent,1
Cost-Benefit Analysis,1
Automated data processing,1
dataset,1
deep learning (DL),1
electronic waste (E-waste),1
hyperspectral (HS),1
machine learning (ML),1
open-source data,1
PCBVision,1
printed circuit board (PCB),1
RGB,1
Circulation utilization,1
New tire production,1
Waste tire pyrolysis and upgrading,1
Solid wastes management,1
biochar industry,1
Circular synergy,1
Fish waste conversion,1
P-graph modeling,1
Technology selection,1
balanced scorecard,1
olive oil pomace,1
Ultra-Turrax extraction,1
ultrasound extraction,1
viscoenzyme,1
circular economy capability,1
courier express parcel,1
Anaerobic co-digestión,1
Vinasse and poultry manure,1
Grand Challenges,1
Natural Fibers,1
Secondhand Clothing,1
Informal waste management,1
Environment action plan,1
Existing structure,1
Structural audit,1
esterase,1
synthetic polymers,1
Fashion accessories,1
Pull tabs,1
Boundary object,1
Biobased polyester,1
FDCA isomers,1
"Poly(ethylene-2,5-furanoate)",1
Football,1
Reclaimed fly ash,1
Fucoxanthin,1
Transcriptome,1
functional unit,1
life cycle inventory (LCI),1
secondhand markets,1
diffusive gradient in thin films (DGT) technique,1
fertilizer granulation,1
P solubility,1
P use efficiency,1
P-loaded Fe oxides,1
vivianites,1
μ-XRF,1
materials in biotechnology,1
Agro-poultry wastes,1
Eggshell ash,1
Bubble formation,1
Oxygen mass transfer,1
Oxygen utilization,1
Computational Fluids Dynamic,1
Dual Helical Ribbon,1
Heterogeneous Fluids,1
Rheometry,1
Circular cities declaration,1
Circular policy transition,1
Triple-axis methodology,1
Systems thinking view,1
Carbide lime,1
Minimum entropy model,1
Attenuation efficiency,1
Borosilicate glass,1
Radiation attenuation,1
X-ray shielding glass,1
Gypsum composites,1
AAS,1
Ore dumps,1
SEM–EDS,1
Tailing ponds,1
clay–ash composite,1
compression strength,1
ecological building material,1
Acidic DES pretreatment,1
Open process innovation,1
Open product innovation,1
Polynomial regression,1
Trust congruence,1
Aronia melanocarpa,1
and Mitigation strategies,1
Biological hazards,1
Dry sludge handlers,1
3 R’s,1
Alkaline water electrolysis,1
Proton exchange membrane water electrolysis,1
Resources curse,1
knowledge filter,1
optimization modelling,1
circular economy models,1
environmental commitment,1
non-parametric DEA models,1
regional efficiency,1
waste collection activities,1
Al<sub>2</sub>O<sub>3</sub>-NPs/MWCNTs composite,1
Eco-sensor,1
Green-and-White analysis,1
Polymer wastes,1
Luminescent marker,1
Multi-class classification,1
NIR luminescence,1
Tracer-based sorting,1
Starch-based,1
Plastic waste trade for recycling,1
Plastic waste value chain,1
Economic-financial feasibility analysis,1
Footwear rubber waste,1
Interorganizational circular system,1
Solanum melongena,1
Construction demolition waste (CDW),1
Purposive text analysis,1
Systems thinking and modeling,1
Refurbished electronics,1
Sustainable consumer behaviour,1
Breads,1
Livers,1
Shark,1
Fracture behavior,1
Polyolefin blend,1
pine needles,1
Schiff base,1
semicarbazone,1
Biomonitoring,1
PBDEs,1
Interval Valued Fermatean Fuzzy,1
Biohybrid electrocatalyst,1
Electroactive bacteria,1
Extracellular electron transfer,1
Nano-electrocatalysts,1
Battery waste recycling,1
MnCl<sub>2</sub>,1
ZnCl<sub>2</sub>,1
industrial robot,1
visual servoing,1
Policy mapping,1
Freshwater plants,1
Business transformation,1
anyLogistix,1
"Circular economy, Simulation",1
Intertwined supply network,1
index framework,1
Qinghai-Tibet Plateau,1
analytical techniques,1
co-HTC,1
concentrated solar energy,1
hydrothermal humification,1
Manufacturing agglomeration,1
Green chelate,1
Homogeneous photocatalysis,1
Photo-redox,1
Target concentration,1
de-inked paper sludge,1
fiber-matrix interactions,1
recycling paper waste,1
Waste batteries,1
Poly(cyclic olefin),1
rigid polyurethane recycling,1
Table-olive grove,1
Copper sulfate crystallization,1
Membrane crystallization (MCr),1
Metal and water recovery,1
Microporous hydrophobic membranes,1
Pregnant leach solutions,1
work integration social enterprises (WISEs),1
Deicing fluid,1
External carbon source,1
Wastewater process modeling,1
coral reefs,1
ecological restoration,1
hybrid infrastructure,1
mangroves,1
sand beaches,1
seagrass meadows,1
small island developing states,1
urban coastal habitats,1
corporate green behavior,1
Lithium-ion battery waste,1
mobile applications,1
Friction materials,1
mine liquidation,1
renewable sources of energy,1
revitalization of post-mining areas,1
archetype development,1
LiDAR analysis,1
urban building energy modeling,1
urban management,1
Acid Adsorbents,1
Odour Contamination,1
Pyrochars,1
Cicular economy,1
Easy to scale up,1
High purity ionic liquid,1
Ocean-bound plastic (OBP),1
Polycarbonate (PC),1
Recycled-polyethylene terephthalate (re-PET),1
Sustainable electronic device covers,1
Craft beer residue,1
Kinetic triplet,1
Olive mill solid wastes,1
Plant physiology,1
Secondary metabolism,1
Advancements,1
Environmental challenges,1
Paint industry wastewater,1
Treatment technology,1
Product-labelling,1
Ancient practices,1
Step wells,1
Drop tube furnace,1
Isothermal flow reactor,1
TG,1
Electric motors,1
Quality of working life,1
Digital Product Passport,1
Layton's theory,1
marketing interfaces,1
marketing system,1
sustainable food marketing,1
Algae/gelatine synergism,1
Digestate pyrolysis,1
Fermentation stoichiometry,1
Green biofuel,1
Metal photodeposition,1
Mildly acidic leaching,1
Palladium recovery,1
Air-conditioner,1
Geotechnical applications,1
Praseodymium,1
gamma spectrometry,1
Agrifood Value Chains,1
Circular Agriculture,1
Small-scale Farming,1
Sustainable Agriculture,1
Design For Deconstruction,1
Multiple use cycles,1
Value retention process,1
Action Plan,1
Client,1
Consultant,1
Mixed method,1
Capital accumulation,1
Multisource waste,1
carbon polishing,1
heterotrophs,1
nitrogen retention,1
Lignocellulosic green wastes vermicompost,1
charge modification,1
polyester degradation,1
substrate affinity,1
Illegal disposal,1
Root cause analysis,1
And EML loss,1
Effective area,1
Food sensor,1
H-PCF,1
Terahertz band,1
fluidization,1
mixed secondary fuel,1
Chitin extraction,1
Material flow analyses,1
Road construction and maintenance materials,1
Stock and flow accounting approaches,1
Biomass recycling,1
Coffee capsules,1
End-of-life recyclability,1
Environmental and Sustainability Policy,1
Recycle system,1
Trade-Online-Deliver-Offline Mode,1
Unwanted medicines,1
floating trash barrier,1
multicircularity,1
Noise barrier,1
business model patterns,1
fast-moving consumer goods,1
Brassica oleracea,1
green technologies isothiocyanates,1
Acid ethanoic,1
Aqueous solutions,1
Membrane-based processes,1
Polish incineration plants,1
R1 formula,1
Bacterial inactivation,1
Iron complex,1
Natural Organic Acids,1
Photo-Fenton process,1
Solar disinfection (SODIS),1
Municipal waste incineration,1
Road pavements,1
Algal membrane photobioreactor,1
Cultural ecosystem services,1
Motivations for use,1
Recreational experience preference scales,1
Chemical Leasing (ChL),1
ChL pricing,1
dilution,1
information completeness,1
Kullback–Leibler Divergence (D<sub>KL</sub>),1
market dominance,1
market typology,1
Sherwood Plot (SP),1
Value-Added Compound (VAC),1
Knowledge-based view,1
Supply chain circular economy,1
Agrochemicals,1
livelihood,1
Indicators of circular economy,1
Monitoring circularity,1
Ukraine conflict,1
Children's products,1
Product care,1
Product hibernation,1
multi-robot,1
task planner,1
Menstrual Hygiene,1
Sanitary pad,1
Segregation,1
Super absorbent polymer (SAP),1
Circular economy indices,1
Socio-ecological systems,1
recycling system,1
saving energy,1
structural behavior,1
turbine blades,1
procedural instrument,1
battery price index,1
battery pricing,1
electric vehicle pricing,1
second-hand vehicle market,1
Filtration performance,1
High-rate membrane bioreactor,1
Sludge retention time,1
Textile wastewater,1
Battery energy storage systems,1
Battery minerals,1
Electricity markets,1
Policy analytics,1
multisided markets,1
network effects,1
business process reengineering,1
plan-do-check-act model,1
sustainability in manufacturing processes,1
waste management practices,1
Actor roles,1
Circular behaviour,1
Inner loops,1
Value chain dynamics,1
Urban waste water treatment plant,1
Non-biodegradable waste,1
green total factor productivity,1
technological progress,1
Food and beverage,1
glucans,1
Post-consumer textile waste management,1
challenge,1
construction waste (CW),1
double transition,1
import dependence,1
patent statistics,1
resource sovereignty,1
Feeding substrates,1
"Insect farming, Tenebrio molitor",1
Biogas storage,1
DIIM,1
Restoration strategy,1
Vulnerability optimization,1
polyamide 12,1
reuse of carbon fiber composites,1
chlorophyll fluorescence,1
LUE,1
physiology,1
Metal coordination,1
Recovery of valuable metals,1
Solar-driven,1
South East Asia,1
sulfuric acid,1
Green sorbents,1
Natural adsorbents,1
Synthetic adsorbents,1
Circular economy in olive oil industry,1
Greek olive oil companies,1
Near East and North Africa (NENA),1
Optimization modelling,1
flaxseed marc,1
Digital image processing,1
Instance segmentation,1
ADDIE model,1
Competency-based learning,1
distance education,1
post COVID-19,1
sustainable manufacturing systems,1
Recycled carbon fibre,1
Food-derived waste,1
cross-linking,1
removal,1
Biohydogen,1
Confectionary industry WW,1
Organic loading,1
Afforestation,1
Cosmetic packaging,1
End-of-life returns,1
EOL cosmetics,1
Incentive schemes,1
Return behavior,1
Bitumen modifier,1
Gasoline,1
Gasoline fractions,1
Industry hybrid regulation,1
Industry self-regulation,1
Decarbonization divide,1
Modern slavery,1
Herbal immunostimulants,1
Adaptive neuro-fuzzy inference systems,1
Chemometric,1
Nano metal oxide,1
recycled fiber,1
wet strength,1
lignin nanoparticles,1
organosolv process,1
top-down lignin-based approach,1
water steam explosion pretreatment,1
Earth-abundant Metals,1
Plastics Waste,1
Livestock breeding,1
Hydrometallurgical recycling,1
lithium-ion battery (LIB) recycling,1
Total cost of ownership (TCO) analysis,1
clay mineral,1
photothermal catalysis,1
plasmon,1
Culture Based Development (CBD),1
expressive behaviour,1
Circularity design,1
Systemic thinking,1
Urban factory,1
Biological compounds,1
Gut contents,1
Cross-kingdom microbial consortia,1
Electron donor,1
Fungi yeast,1
Medium-chain fatty acid,1
climate change policy,1
integrated assessment models,1
technology evolution,1
Emission characteristic,1
Chemical reaction mechanisms,1
High strength concrete microstructure,1
Waste brick powder,1
Waste ceramic powder,1
Circular Building,1
Digital Twin,1
Sustainable Building,1
Biogenic residues,1
Datadriven analysis,1
Polymer characterization,1
Post-consumer recyclate (PCR),1
Equilibrium modelling,1
2-Nitrophenol removal,1
Contaminated biomass,1
Alternative acoustic material,1
Animal-based waste,1
Cadmium removal,1
Extracts,1
Water demand,1
Actual wastewater,1
Dye effluents,1
3-Ply face mask,1
Waste-to-energy pathway,1
carbon dioxide (CO<sub>2</sub>) emissions,1
methane (CH<sub>4</sub>) emissions,1
nitrous oxide (N<sub>2</sub>O) emissions,1
Alternative protein resource,1
Palaemonidae,1
Scotland,1
Incubation time,1
Rural soils,1
Orange by-products,1
Co(II),1
nanofiber,1
additive material,1
repair mortar,1
wheel cleaning sludge,1
CNSL,1
Eco-friendly adhesive,1
Formaldehyde emission,1
waste revaluation,1
Influencing mechanisms,1
Soil-vegetable system,1
Hazardous chemicals,1
Packaging film,1
Reusable packaging systems,1
Upstream innovation,1
SOM molecular composition,1
catalytic reactor,1
electrode production,1
manganese-ferrite catalyst,1
zeolite-clinoptilolite,1
E-product,1
Formalization,1
Small island developing states (SIDS),1
Platform power,1
Sales mode,1
p-nitrophenol,1
Waste pea peels,1
ChatGPT,1
BSRW,1
Residual organic waste,1
Refugee camps,1
Waste sampling,1
Holistically sustainable continence care,1
incontinence,1
incontinence pads,1
single-use absorbent hygiene products (AHPs),1
Hybrid membrane,1
CBAM,1
Net-zero low carbon,1
EN 45554,1
ErP,1
Repair matrix,1
Urine-sourced fertiliser,1
environment sustainability,1
Fracture properties,1
Hot mix asphalt (HMA),1
Semicircular bending (SCB) test,1
"3R principles (reduce, reuse, recycle)",1
bio-based buildings,1
straw bales,1
novel di-blends,1
sunflower seed cake,1
Saudi vision 2030,1
Canned fish industry,1
Supply chain equilibrium model,1
Dissimilatory nitrate reduction to ammonium,1
Recycled Aggregate Concrete Recycled Fine Aggregate Particle Packing Compressive Strength Micro Structure Machine Learning,1
Full-scale invasion,1
Relocation of production,1
Sources,1
Treatment approaches,1
Fibre-based concrete,1
Eco- industrial food park,1
Integrated Agri-aquaculture systems,1
multidisciplinary collaboration,1
Physical internet,1
technological advancement,1
Atomistic simulations,1
Indolin-2-one derivatives,1
Sustainable industrial processes,1
olive fruit,1
olive waste,1
Elastoplastic model,1
Failure criteria,1
Multi-recycled aggregate concrete,1
Triaxial behaviour,1
Clothing fit,1
Wardrobe studies,1
Water supply,1
Waste symbiosis,1
Public discussion,1
building energy performance,1
cement-based masonry blocks,1
EnergyPlus simulations,1
Low-temperature plasma,1
Hydrogen energy,1
LC Orbitrap MS,1
microwave hydrolysis,1
Wollen-waste valorisation,1
“green” adhesives,1
"Biofertilizer, Soil fertility",1
Microbial action,1
Nutrient extraction,1
chloride,1
fungibility,1
Broken rice,1
Orange pectin,1
Sachets,1
White good,1
environmental and social governance (ESG),1
